id_medidor,id_suministro,marca_medidor,tecnologia_medidor,numero_serie,fecha_instalacion,fecha_retiro,estado_medidor
2000318,1000270,Holley,Electrónico,HOL-402XXX,2024-10-12,,ACTIVO
2000319,1000271,Itron,Electrónico,ITR-108XXX,2024-08-25,,ACTIVO
2000320,1000272,Iskra,AMI,ISK-566XXX,2024-01-26,2024-09-13,RETIRADO
2000321,1000273,Itron,Electrónico,ITR-650XXX,2024-12-05,,ACTIVO
2000322,1000274,Iskra,AMI,ISK-282XXX,2024-08-04,,ACTIVO
2000323,1000275,Holley,Electrónico,HOL-683XXX,2024-06-09,2024-12-10,RETIRADO
2000324,1000276,Elster,AMI,ELS-390XXX,2024-11-01,,ACTIVO
2000325,1000277,Holley,AMI,HOL-993XXX,2024-07-19,2024-12-31,RETIRADO
2000326,1000277,Actaris,Electrónico,ACT-301XXX,2024-12-31,,ACTIVO
2000327,1000278,Actaris,Electrónico,ACT-719XXX,2023-02-14,,ACTIVO
2000328,1000279,Itron,Electrónico,ITR-345XXX,2024-11-28,,ACTIVO
2000329,1000280,Elster,AMI,ELS-267XXX,2024-12-03,,ACTIVO
2000330,1000281,Landis+Gyr,Electrónico,LAN-665XXX,2024-04-11,2024-12-31,RETIRADO
2000331,1000281,Iskra,AMI,ISK-252XXX,2024-12-31,,ACTIVO
2000332,1000282,Elster,Electrónico,ELS-412XXX,2023-08-30,,ACTIVO
2000333,1000283,Itron,Electrónico,ITR-123XXX,2024-01-15,2024-12-31,RETIRADO
2000334,1000283,Iskra,Electrónico,ISK-502XXX,2024-12-31,,ACTIVO
2000335,1000284,Itron,AMI,ITR-105XXX,2024-02-07,,ACTIVO
2000336,1000285,Elster,AMI,ELS-642XXX,2023-05-10,2024-12-31,RETIRADO
2000337,1000285,Elster,AMI,ELS-459XXX,2024-12-31,2024-12-31,RETIRADO
2000338,1000285,Itron,Electrónico,ITR-512XXX,2024-12-31,,ACTIVO
2000339,1000286,Holley,Electrónico,HOL-789XXX,2024-11-14,,ACTIVO
2000340,1000287,Elster,AMI,ELS-650XXX,2023-05-30,,ACTIVO
2000341,1000288,Iskra,Electrónico,ISK-691XXX,2024-06-01,2024-12-13,RETIRADO
2000342,1000289,Actaris,Electrónico,ACT-927XXX,2024-05-11,,ACTIVO
2000343,1000290,Iskra,AMI,ISK-416XXX,2024-08-03,,ACTIVO
2000344,1000291,Holley,AMI,HOL-830XXX,2024-12-28,,ACTIVO
2000345,1000292,Actaris,AMI,ACT-396XXX,2024-12-13,,ACTIVO
2000346,1000293,Iskra,AMI,ISK-290XXX,2024-10-29,,ACTIVO
2000347,1000294,Landis+Gyr,AMI,LAN-515XXX,2024-07-22,,ACTIVO
2000348,1000295,Iskra,AMI,ISK-772XXX,2024-08-26,,ACTIVO
2000349,1000296,Landis+Gyr,AMI,LAN-507XXX,2023-05-01,,ACTIVO
2000350,1000297,Iskra,AMI,ISK-666XXX,2024-06-07,,ACTIVO
2000351,1000298,Holley,AMI,HOL-773XXX,2024-08-18,,ACTIVO
2000352,1000299,Holley,AMI,HOL-646XXX,2024-12-21,,ACTIVO
2000353,1000300,Actaris,Electrónico,ACT-921XXX,2024-11-29,2024-12-31,RETIRADO
2000354,1000300,Elster,AMI,ELS-241XXX,2024-12-31,,ACTIVO
2000355,1000301,Holley,AMI,HOL-453XXX,2024-11-30,,ACTIVO
2000356,1000302,Holley,AMI,HOL-884XXX,2024-12-27,,ACTIVO
2000357,1000303,Itron,Electrónico,ITR-555XXX,2022-03-26,,ACTIVO
2000358,1000304,Itron,Electrónico,ITR-791XXX,2023-06-26,,ACTIVO
2000359,1000305,Landis+Gyr,Electrónico,LAN-247XXX,2024-07-03,,ACTIVO
2000360,1000306,Landis+Gyr,Electrónico,LAN-947XXX,2024-12-16,,ACTIVO
2000361,1000307,Elster,Electrónico,ELS-183XXX,2023-04-06,,ACTIVO
2000362,1000308,Iskra,AMI,ISK-951XXX,2023-11-10,,ACTIVO
2000363,1000309,Itron,Electrónico,ITR-402XXX,2024-08-17,,ACTIVO
2000364,1000310,Actaris,AMI,ACT-460XXX,2024-03-16,,ACTIVO
2000365,1000311,Elster,Electrónico,ELS-819XXX,2023-09-07,,ACTIVO
2000366,1000312,Itron,Electrónico,ITR-943XXX,2022-12-21,2024-11-02,RETIRADO
2000367,1000313,Actaris,AMI,ACT-638XXX,2023-12-09,,ACTIVO
2000368,1000314,Itron,Electromecánico,ITR-828XXX,2023-09-25,,ACTIVO
2000369,1000315,Actaris,Electrónico,ACT-219XXX,2022-12-07,,ACTIVO
2000370,1000316,Iskra,AMI,ISK-412XXX,2022-12-05,2023-11-28,RETIRADO
2000371,1000317,Elster,Electrónico,ELS-100XXX,2024-12-29,,ACTIVO
2000372,1000318,Landis+Gyr,Electrónico,LAN-493XXX,2024-12-26,,ACTIVO
2000373,1000319,Elster,Electrónico,ELS-756XXX,2023-12-04,,ACTIVO
2000374,1000320,Landis+Gyr,Electrónico,LAN-101XXX,2023-08-17,,ACTIVO
2000375,1000321,Holley,AMI,HOL-979XXX,2022-09-28,2024-09-16,RETIRADO
2000376,1000322,Holley,AMI,HOL-325XXX,2024-10-27,,ACTIVO
2000377,1000323,Iskra,Electrónico,ISK-407XXX,2022-04-08,,ACTIVO
2000378,1000324,Iskra,AMI,ISK-966XXX,2024-03-01,,ACTIVO
2000379,1000325,Landis+Gyr,Electrónico,LAN-656XXX,2024-10-26,,ACTIVO
2000380,1000326,Holley,AMI,HOL-339XXX,2022-06-25,2023-09-14,RETIRADO
2000381,1000327,Iskra,Electrónico,ISK-150XXX,2024-03-17,,ACTIVO
2000382,1000328,Elster,AMI,ELS-238XXX,2024-11-22,,ACTIVO
2000383,1000329,Actaris,Electrónico,ACT-497XXX,2024-11-05,,ACTIVO
2000384,1000330,Actaris,AMI,ACT-619XXX,2023-05-05,,ACTIVO
2000385,1000331,Landis+Gyr,Electrónico,LAN-892XXX,2022-06-06,,ACTIVO
2000386,1000332,Landis+Gyr,AMI,LAN-864XXX,2024-12-09,,ACTIVO
2000387,1000333,Itron,AMI,ITR-921XXX,2023-11-28,,ACTIVO
2000388,1000334,Itron,Electrónico,ITR-182XXX,2024-10-20,2024-12-31,RETIRADO
2000389,1000334,Actaris,AMI,ACT-735XXX,2024-12-31,,ACTIVO
2000390,1000335,Iskra,AMI,ISK-272XXX,2023-05-06,2024-10-29,RETIRADO
2000391,1000335,Itron,Electrónico,ITR-786XXX,2024-11-06,,ACTIVO
2000392,1000336,Elster,Electrónico,ELS-888XXX,2024-05-17,,ACTIVO
2000393,1000337,Itron,Electrónico,ITR-114XXX,2022-10-05,,ACTIVO
2000394,1000338,Landis+Gyr,Electrónico,LAN-776XXX,2024-10-11,,ACTIVO
2000395,1000339,Actaris,AMI,ACT-370XXX,2023-10-22,,ACTIVO
2000396,1000340,Elster,Electromecánico,ELS-741XXX,2020-10-18,,ACTIVO
2000397,1000341,Elster,AMI,ELS-758XXX,2024-12-03,,ACTIVO
2000398,1000342,Elster,Electrónico,ELS-560XXX,2023-09-19,,ACTIVO
2000399,1000343,Holley,Electrónico,HOL-150XXX,2023-04-24,,ACTIVO
2000400,1000344,Actaris,AMI,ACT-153XXX,2024-11-21,,ACTIVO
2000401,1000345,Landis+Gyr,Electrónico,LAN-696XXX,2024-12-19,2024-12-31,RETIRADO
2000402,1000345,Elster,AMI,ELS-637XXX,2024-12-31,,ACTIVO
2000403,1000346,Holley,Electrónico,HOL-185XXX,2024-05-02,,ACTIVO
2000404,1000347,Iskra,Electrónico,ISK-162XXX,2024-12-18,,ACTIVO
2000405,1000348,Landis+Gyr,AMI,LAN-626XXX,2024-09-28,,ACTIVO
2000406,1000349,Iskra,AMI,ISK-474XXX,2024-01-14,,ACTIVO
2000407,1000350,Actaris,AMI,ACT-285XXX,2022-07-11,,ACTIVO
2000408,1000351,Elster,AMI,ELS-436XXX,2024-10-25,,ACTIVO
2000409,1000352,Actaris,Electrónico,ACT-458XXX,2024-10-10,,ACTIVO
2000410,1000353,Holley,Electrónico,HOL-613XXX,2024-02-07,,ACTIVO
2000411,1000354,Actaris,Electrónico,ACT-693XXX,2023-06-23,2024-12-31,RETIRADO
2000412,1000354,Iskra,Electrónico,ISK-682XXX,2024-12-31,,ACTIVO
2000413,1000355,Iskra,AMI,ISK-310XXX,2024-12-17,,ACTIVO
2000414,1000356,Iskra,AMI,ISK-837XXX,2024-12-29,,ACTIVO
2000415,1000357,Actaris,AMI,ACT-749XXX,2024-12-30,,ACTIVO
2000416,1000358,Iskra,Electrónico,ISK-452XXX,2024-11-18,,ACTIVO
2000417,1000359,Itron,Electrónico,ITR-636XXX,2024-03-25,2024-12-31,RETIRADO
2000418,1000359,Elster,AMI,ELS-653XXX,2024-12-31,,ACTIVO
2000419,1000360,Elster,Electrónico,ELS-753XXX,2024-12-25,2024-12-31,RETIRADO
2000420,1000360,Elster,Electrónico,ELS-753XXX,2024-12-31,,ACTIVO
2000421,1000361,Actaris,Electrónico,ACT-738XXX,2024-09-12,,ACTIVO
2000422,1000362,Holley,Electromecánico,HOL-451XXX,2021-06-23,,ACTIVO
2000423,1000363,Itron,AMI,ITR-790XXX,2023-08-18,2024-05-31,RETIRADO
2000424,1000364,Actaris,Electrónico,ACT-227XXX,2024-11-06,,ACTIVO
2000425,1000365,Actaris,Electrónico,ACT-417XXX,2024-07-02,,ACTIVO
2000426,1000366,Elster,AMI,ELS-810XXX,2023-02-17,2024-09-16,RETIRADO
2000427,1000367,Elster,Electrónico,ELS-763XXX,2024-10-08,2024-12-31,RETIRADO
2000428,1000367,Landis+Gyr,AMI,LAN-733XXX,2024-12-31,,ACTIVO
2000429,1000368,Iskra,AMI,ISK-522XXX,2024-01-19,,ACTIVO
2000430,1000369,Landis+Gyr,Electrónico,LAN-967XXX,2024-12-02,,ACTIVO
2000431,1000370,Landis+Gyr,Electromecánico,LAN-989XXX,2022-12-11,,ACTIVO
2000432,1000371,Itron,AMI,ITR-215XXX,2024-07-11,2024-12-31,RETIRADO
2000433,1000371,Itron,Electrónico,ITR-726XXX,2024-12-31,,ACTIVO
2000434,1000372,Iskra,AMI,ISK-690XXX,2024-12-08,,ACTIVO
2000435,1000373,Holley,AMI,HOL-398XXX,2023-06-10,,ACTIVO
2000436,1000374,Landis+Gyr,AMI,LAN-611XXX,2023-10-17,,ACTIVO
2000437,1000375,Elster,Electrónico,ELS-333XXX,2024-08-09,,ACTIVO
2000438,1000376,Actaris,Electrónico,ACT-161XXX,2023-09-28,,ACTIVO
2000439,1000377,Iskra,AMI,ISK-374XXX,2022-08-29,,ACTIVO
2000440,1000378,Landis+Gyr,AMI,LAN-774XXX,2024-12-27,,ACTIVO
2000441,1000379,Itron,AMI,ITR-207XXX,2023-07-29,,ACTIVO
2000442,1000380,Itron,AMI,ITR-261XXX,2024-11-16,,ACTIVO
2000443,1000381,Holley,AMI,HOL-795XXX,2024-03-20,,ACTIVO
2000444,1000382,Iskra,Electromecánico,ISK-309XXX,2024-09-03,,ACTIVO
2000445,1000383,Iskra,AMI,ISK-590XXX,2024-07-03,2024-12-31,RETIRADO
2000446,1000383,Iskra,AMI,ISK-725XXX,2024-12-31,2024-12-31,RETIRADO
2000447,1000383,Actaris,AMI,ACT-538XXX,2024-12-31,,ACTIVO
2000448,1000384,Elster,Electrónico,ELS-706XXX,2024-09-18,,ACTIVO
2000449,1000385,Holley,Electromecánico,HOL-259XXX,2024-12-05,,ACTIVO
2000450,1000386,Actaris,Electrónico,ACT-957XXX,2024-09-06,,ACTIVO
2000451,1000387,Actaris,Electrónico,ACT-353XXX,2024-08-25,,ACTIVO
2000452,1000388,Holley,AMI,HOL-287XXX,2024-03-31,2024-12-31,RETIRADO
2000453,1000388,Elster,Electromecánico,ELS-368XXX,2024-12-31,2024-12-31,RETIRADO
2000454,1000388,Elster,AMI,ELS-769XXX,2024-12-31,,ACTIVO
2000455,1000389,Holley,Electrónico,HOL-160XXX,2024-02-29,,ACTIVO
2000456,1000390,Holley,AMI,HOL-893XXX,2024-08-09,2024-12-31,RETIRADO
2000457,1000390,Itron,AMI,ITR-392XXX,2024-12-31,,ACTIVO
2000458,1000391,Holley,Electrónico,HOL-219XXX,2024-11-10,,ACTIVO
2000459,1000392,Iskra,Electrónico,ISK-857XXX,2022-11-22,,ACTIVO
2000460,1000393,Iskra,Electrónico,ISK-792XXX,2024-12-10,,ACTIVO
2000461,1000394,Iskra,Electrónico,ISK-910XXX,2024-10-12,,ACTIVO
2000462,1000395,Iskra,AMI,ISK-647XXX,2024-12-16,2024-12-31,RETIRADO
2000463,1000395,Iskra,AMI,ISK-879XXX,2024-12-31,,ACTIVO
2000464,1000396,Landis+Gyr,AMI,LAN-550XXX,2024-03-07,,ACTIVO
2000465,1000397,Holley,Electrónico,HOL-847XXX,2024-12-09,2024-12-31,RETIRADO
2000466,1000397,Landis+Gyr,AMI,LAN-675XXX,2024-12-31,,ACTIVO
2000467,1000398,Elster,Electrónico,ELS-325XXX,2024-01-14,,ACTIVO
2000468,1000399,Holley,AMI,HOL-142XXX,2024-08-24,,ACTIVO
2000469,1000400,Iskra,AMI,ISK-823XXX,2024-09-14,,ACTIVO
2000470,1000401,Iskra,Electromecánico,ISK-591XXX,2024-10-20,,ACTIVO
2000471,1000402,Actaris,Electrónico,ACT-478XXX,2021-06-18,,ACTIVO
2000472,1000403,Itron,AMI,ITR-957XXX,2023-05-07,2024-12-31,RETIRADO
2000473,1000403,Landis+Gyr,AMI,LAN-623XXX,2024-12-31,,ACTIVO
2000474,1000404,Iskra,Electrónico,ISK-487XXX,2023-06-01,,ACTIVO
2000475,1000405,Actaris,Electrónico,ACT-262XXX,2024-09-10,2024-12-31,RETIRADO
2000476,1000405,Iskra,AMI,ISK-781XXX,2024-12-31,,ACTIVO
2000477,1000406,Itron,Electrónico,ITR-344XXX,2024-03-17,,ACTIVO
2000478,1000407,Iskra,AMI,ISK-980XXX,2024-04-15,2024-10-29,RETIRADO
2000479,1000408,Holley,AMI,HOL-287XXX,2022-06-26,,ACTIVO
2000480,1000409,Landis+Gyr,Electrónico,LAN-985XXX,2024-08-15,,ACTIVO
2000481,1000410,Actaris,AMI,ACT-730XXX,2024-03-29,,ACTIVO
2000482,1000411,Iskra,AMI,ISK-551XXX,2024-04-27,,ACTIVO
2000483,1000412,Landis+Gyr,Electrónico,LAN-371XXX,2024-04-29,2024-12-09,RETIRADO
2000484,1000413,Iskra,AMI,ISK-409XXX,2024-03-15,,ACTIVO
2000485,1000414,Actaris,Electrónico,ACT-715XXX,2023-08-02,2024-03-23,RETIRADO
2000486,1000415,Iskra,Electrónico,ISK-954XXX,2024-10-22,,ACTIVO
2000487,1000416,Itron,AMI,ITR-386XXX,2024-01-19,,ACTIVO
2000488,1000417,Elster,Electrónico,ELS-451XXX,2023-10-04,,ACTIVO
2000489,1000418,Elster,AMI,ELS-526XXX,2024-10-28,,ACTIVO
2000490,1000419,Actaris,Electrónico,ACT-559XXX,2023-02-05,,ACTIVO
2000491,1000420,Elster,Electrónico,ELS-146XXX,2024-09-16,,ACTIVO
2000492,1000421,Iskra,AMI,ISK-149XXX,2024-06-17,,ACTIVO
2000493,1000422,Landis+Gyr,Electrónico,LAN-853XXX,2024-03-18,2024-12-07,RETIRADO
2000494,1000423,Itron,Electrónico,ITR-857XXX,2022-05-03,,ACTIVO
2000495,1000424,Holley,Electrónico,HOL-455XXX,2024-07-18,,ACTIVO
2000496,1000425,Itron,AMI,ITR-224XXX,2024-08-09,,ACTIVO
2000497,1000426,Itron,Electrónico,ITR-510XXX,2024-12-24,2024-12-31,RETIRADO
2000498,1000426,Landis+Gyr,AMI,LAN-334XXX,2024-12-31,,ACTIVO
2000499,1000427,Holley,Electrónico,HOL-732XXX,2024-08-12,,ACTIVO
2000500,1000428,Actaris,AMI,ACT-440XXX,2024-09-09,,ACTIVO
2000501,1000429,Holley,AMI,HOL-311XXX,2023-12-27,,ACTIVO
2000502,1000430,Iskra,AMI,ISK-402XXX,2024-11-24,,ACTIVO
2000503,1000431,Landis+Gyr,AMI,LAN-532XXX,2024-06-22,,ACTIVO
2000504,1000432,Landis+Gyr,AMI,LAN-895XXX,2024-10-31,,ACTIVO
2000505,1000433,Actaris,Electrónico,ACT-467XXX,2022-06-10,,ACTIVO
2000506,1000434,Itron,AMI,ITR-769XXX,2023-09-15,2024-04-28,RETIRADO
2000507,1000435,Actaris,Electrónico,ACT-696XXX,2024-09-09,2024-12-31,RETIRADO
2000508,1000435,Itron,AMI,ITR-122XXX,2024-12-31,,ACTIVO
2000509,1000436,Holley,Electrónico,HOL-777XXX,2024-04-08,,ACTIVO
2000510,1000437,Iskra,Electromecánico,ISK-977XXX,2024-09-02,,ACTIVO
2000511,1000438,Actaris,AMI,ACT-695XXX,2023-12-20,2024-12-04,RETIRADO
2000512,1000439,Iskra,Electrónico,ISK-937XXX,2024-12-04,,ACTIVO
2000513,1000440,Elster,AMI,ELS-593XXX,2024-10-24,,ACTIVO
2000514,1000441,Actaris,Electrónico,ACT-305XXX,2020-08-26,2023-09-04,RETIRADO
2000515,1000441,Itron,AMI,ITR-398XXX,2023-12-20,2024-12-31,RETIRADO
2000516,1000441,Itron,Electrónico,ITR-472XXX,2024-12-31,,ACTIVO
2000517,1000442,Elster,Electrónico,ELS-750XXX,2024-12-16,,ACTIVO
2000518,1000443,Elster,Electromecánico,ELS-804XXX,2024-03-24,2024-12-31,RETIRADO
2000519,1000443,Itron,Electrónico,ITR-255XXX,2024-12-31,,ACTIVO
2000520,1000444,Landis+Gyr,Electrónico,LAN-443XXX,2022-11-16,,ACTIVO
2000521,1000445,Elster,AMI,ELS-306XXX,2022-04-19,,ACTIVO
2000522,1000446,Landis+Gyr,Electrónico,LAN-844XXX,2024-04-10,,ACTIVO
2000523,1000447,Iskra,AMI,ISK-790XXX,2024-01-05,,ACTIVO
2000524,1000448,Landis+Gyr,AMI,LAN-866XXX,2023-04-09,,ACTIVO
2000525,1000449,Iskra,AMI,ISK-771XXX,2024-12-26,,ACTIVO
2000526,1000450,Itron,AMI,ITR-210XXX,2024-06-22,,ACTIVO
2000527,1000451,Iskra,Electrónico,ISK-593XXX,2024-06-10,,ACTIVO
2000528,1000452,Landis+Gyr,Electrónico,LAN-824XXX,2024-07-07,,ACTIVO
2000529,1000453,Elster,AMI,ELS-982XXX,2024-05-08,,ACTIVO
2000530,1000454,Actaris,AMI,ACT-985XXX,2024-12-10,,ACTIVO
2000531,1000455,Landis+Gyr,AMI,LAN-122XXX,2024-12-20,,ACTIVO
2000532,1000456,Elster,AMI,ELS-327XXX,2024-12-03,,ACTIVO
2000533,1000457,Actaris,AMI,ACT-484XXX,2022-06-25,,ACTIVO
2000534,1000458,Landis+Gyr,Electrónico,LAN-676XXX,2024-09-22,,ACTIVO
2000535,1000459,Elster,Electrónico,ELS-434XXX,2024-06-10,,ACTIVO
2000536,1000460,Holley,Electrónico,HOL-938XXX,2024-03-31,,ACTIVO
2000537,1000461,Holley,AMI,HOL-603XXX,2024-11-16,,ACTIVO
2000538,1000462,Iskra,Electrónico,ISK-131XXX,2021-05-09,,ACTIVO
2000539,1000463,Itron,AMI,ITR-575XXX,2024-04-12,2024-12-04,RETIRADO
2000540,1000464,Holley,AMI,HOL-803XXX,2022-11-18,,ACTIVO
2000541,1000465,Holley,Electrónico,HOL-584XXX,2023-02-24,,ACTIVO
2000542,1000466,Iskra,Electrónico,ISK-883XXX,2024-12-06,,ACTIVO
2000543,1000467,Holley,Electrónico,HOL-855XXX,2024-09-21,,ACTIVO
2000544,1000468,Landis+Gyr,AMI,LAN-347XXX,2024-10-21,,ACTIVO
2000545,1000469,Holley,AMI,HOL-325XXX,2024-09-16,,ACTIVO
2000546,1000470,Itron,AMI,ITR-182XXX,2022-11-09,,ACTIVO
2000547,1000471,Holley,AMI,HOL-371XXX,2023-05-05,,ACTIVO
2000548,1000472,Landis+Gyr,Electrónico,LAN-289XXX,2024-10-13,,ACTIVO
2000549,1000473,Holley,AMI,HOL-300XXX,2024-08-22,,ACTIVO
2000550,1000474,Elster,Electromecánico,ELS-152XXX,2022-05-21,,ACTIVO
2000551,1000475,Iskra,Electrónico,ISK-813XXX,2024-09-20,,ACTIVO
2000552,1000476,Holley,Electrónico,HOL-770XXX,2024-01-09,,ACTIVO
2000553,1000477,Itron,AMI,ITR-149XXX,2023-08-28,,ACTIVO
2000554,1000478,Actaris,AMI,ACT-952XXX,2024-09-27,,ACTIVO
2000555,1000479,Actaris,AMI,ACT-455XXX,2024-05-05,,ACTIVO
2000556,1000480,Landis+Gyr,AMI,LAN-312XXX,2024-08-03,,ACTIVO
2000557,1000481,Landis+Gyr,Electrónico,LAN-619XXX,2022-01-26,,ACTIVO
2000558,1000482,Iskra,Electromecánico,ISK-695XXX,2020-12-29,,ACTIVO
2000559,1000483,Landis+Gyr,Electromecánico,LAN-430XXX,2024-10-15,2024-12-31,RETIRADO
2000560,1000483,Actaris,AMI,ACT-473XXX,2024-12-31,,ACTIVO
2000561,1000484,Iskra,Electromecánico,ISK-120XXX,2024-12-20,,ACTIVO
2000562,1000485,Landis+Gyr,AMI,LAN-418XXX,2023-11-07,,ACTIVO
2000563,1000486,Itron,AMI,ITR-722XXX,2022-11-25,2024-09-12,RETIRADO
2000564,1000487,Landis+Gyr,Electrónico,LAN-519XXX,2024-12-02,2024-12-31,RETIRADO
2000565,1000487,Itron,AMI,ITR-525XXX,2024-12-31,,ACTIVO
2000566,1000488,Iskra,Electromecánico,ISK-916XXX,2024-12-23,,ACTIVO
2000567,1000489,Elster,AMI,ELS-731XXX,2023-09-02,2024-02-29,RETIRADO
2000568,1000490,Elster,AMI,ELS-850XXX,2024-12-20,,ACTIVO
2000569,1000491,Holley,Electrónico,HOL-573XXX,2024-12-23,2024-12-31,RETIRADO
2000570,1000491,Itron,AMI,ITR-569XXX,2024-12-31,2024-12-31,RETIRADO
2000571,1000491,Actaris,Electrónico,ACT-762XXX,2024-12-31,,ACTIVO
2000572,1000492,Actaris,AMI,ACT-163XXX,2023-07-04,,ACTIVO
2000573,1000493,Actaris,Electrónico,ACT-298XXX,2024-12-31,,ACTIVO
2000574,1000494,Actaris,Electrónico,ACT-556XXX,2023-03-14,,ACTIVO
2000575,1000495,Landis+Gyr,AMI,LAN-136XXX,2023-09-07,2024-03-11,RETIRADO
2000576,1000496,Landis+Gyr,Electrónico,LAN-450XXX,2023-11-14,2024-12-31,RETIRADO
2000577,1000496,Iskra,Electrónico,ISK-213XXX,2024-12-31,,ACTIVO
2000578,1000497,Iskra,Electrónico,ISK-207XXX,2024-10-12,,ACTIVO
2000579,1000498,Iskra,Electrónico,ISK-361XXX,2022-11-22,,ACTIVO
2000580,1000499,Iskra,AMI,ISK-663XXX,2023-03-16,,ACTIVO
2000581,1000500,Holley,Electrónico,HOL-280XXX,2024-12-31,,ACTIVO
2000582,1000501,Holley,AMI,HOL-374XXX,2022-06-12,,ACTIVO
2000583,1000502,Elster,Electrónico,ELS-385XXX,2024-10-26,,ACTIVO
2000584,1000503,Landis+Gyr,AMI,LAN-283XXX,2024-12-11,,ACTIVO
2000585,1000504,Landis+Gyr,Electrónico,LAN-787XXX,2022-05-27,,ACTIVO
2000586,1000505,Landis+Gyr,Electrónico,LAN-975XXX,2024-08-17,,ACTIVO
2000587,1000506,Landis+Gyr,Electrónico,LAN-732XXX,2024-10-16,,ACTIVO
2000588,1000507,Itron,AMI,ITR-864XXX,2024-12-28,,ACTIVO
2000589,1000508,Itron,Electrónico,ITR-249XXX,2022-04-10,,ACTIVO
2000590,1000509,Iskra,Electrónico,ISK-404XXX,2024-12-02,,ACTIVO
2000591,1000510,Actaris,AMI,ACT-205XXX,2024-02-15,,ACTIVO
2000592,1000511,Landis+Gyr,AMI,LAN-834XXX,2023-08-19,,ACTIVO
2000593,1000512,Elster,AMI,ELS-644XXX,2024-01-29,,ACTIVO
2000594,1000513,Itron,Electrónico,ITR-333XXX,2024-11-08,,ACTIVO
2000595,1000514,Actaris,AMI,ACT-461XXX,2024-09-11,,ACTIVO
2000596,1000515,Elster,AMI,ELS-602XXX,2024-11-23,,ACTIVO
2000597,1000516,Elster,Electromecánico,ELS-694XXX,2024-06-26,,ACTIVO
2000598,1000517,Elster,Electrónico,ELS-417XXX,2024-01-30,,ACTIVO
2000599,1000518,Holley,AMI,HOL-914XXX,2022-12-18,,ACTIVO
2000600,1000519,Elster,Electrónico,ELS-727XXX,2024-10-05,2024-12-31,RETIRADO
2000601,1000519,Actaris,AMI,ACT-149XXX,2024-12-31,,ACTIVO
2000602,1000520,Landis+Gyr,Electromecánico,LAN-391XXX,2024-12-29,2024-12-31,RETIRADO
2000603,1000520,Landis+Gyr,Electrónico,LAN-791XXX,2024-12-31,,ACTIVO
2000604,1000521,Iskra,AMI,ISK-484XXX,2024-06-18,,ACTIVO
2000605,1000522,Itron,AMI,ITR-430XXX,2024-07-23,,ACTIVO
2000606,1000523,Actaris,Electrónico,ACT-965XXX,2024-05-09,,ACTIVO
2000607,1000524,Holley,Electrónico,HOL-639XXX,2024-10-11,,ACTIVO
2000608,1000525,Landis+Gyr,AMI,LAN-413XXX,2024-04-22,,ACTIVO
2000609,1000526,Holley,Electrónico,HOL-400XXX,2021-03-02,,ACTIVO
2000610,1000527,Landis+Gyr,AMI,LAN-985XXX,2024-02-03,,ACTIVO
2000611,1000528,Holley,Electrónico,HOL-914XXX,2024-12-30,,ACTIVO
2000612,1000529,Holley,AMI,HOL-663XXX,2023-08-21,,ACTIVO
2000613,1000530,Itron,Electrónico,ITR-399XXX,2024-01-10,2024-11-18,RETIRADO
2000614,1000531,Iskra,Electrónico,ISK-589XXX,2024-12-23,2024-12-31,RETIRADO
2000615,1000531,Holley,Electrónico,HOL-567XXX,2024-12-31,,ACTIVO
2000616,1000532,Holley,AMI,HOL-103XXX,2024-11-05,,ACTIVO
2000617,1000533,Landis+Gyr,Electrónico,LAN-568XXX,2024-11-29,,ACTIVO
2000618,1000534,Iskra,AMI,ISK-633XXX,2022-11-29,,ACTIVO
2000619,1000535,Actaris,Electromecánico,ACT-903XXX,2024-01-06,2024-12-31,RETIRADO
2000620,1000535,Holley,Electrónico,HOL-413XXX,2024-12-31,,ACTIVO
2000621,1000536,Landis+Gyr,Electrónico,LAN-679XXX,2024-10-17,,ACTIVO
2000622,1000537,Elster,AMI,ELS-912XXX,2023-11-30,,ACTIVO
2000623,1000538,Actaris,AMI,ACT-117XXX,2022-04-30,2023-07-02,RETIRADO
2000624,1000538,Itron,AMI,ITR-145XXX,2024-10-24,2024-12-31,RETIRADO
2000625,1000538,Actaris,Electrónico,ACT-550XXX,2024-12-31,,ACTIVO
2000626,1000539,Itron,Electrónico,ITR-666XXX,2023-12-23,,ACTIVO
2000627,1000540,Iskra,Electrónico,ISK-688XXX,2024-05-01,,ACTIVO
2000628,1000541,Actaris,AMI,ACT-258XXX,2022-10-09,,ACTIVO
2000629,1000542,Itron,Electrónico,ITR-334XXX,2024-12-05,,ACTIVO
2000630,1000543,Itron,AMI,ITR-600XXX,2024-12-29,,ACTIVO
2000631,1000544,Iskra,Electrónico,ISK-818XXX,2024-02-06,,ACTIVO
2000632,1000545,Holley,AMI,HOL-394XXX,2024-04-04,,ACTIVO
2000633,1000546,Holley,Electrónico,HOL-400XXX,2024-10-29,,ACTIVO
2000634,1000547,Iskra,AMI,ISK-466XXX,2024-11-29,,ACTIVO
2000635,1000548,Itron,Electrónico,ITR-327XXX,2024-12-08,2024-12-31,RETIRADO
2000636,1000548,Elster,AMI,ELS-719XXX,2024-12-31,,ACTIVO
2000637,1000549,Elster,AMI,ELS-500XXX,2024-04-20,,ACTIVO
2000638,1000550,Iskra,Electrónico,ISK-927XXX,2024-06-06,2024-12-31,RETIRADO
