"ORDEN_PRODUCCION","SECUENCIA_PAQUETE","ESTILO","TALLA","PRENDAS","FECHA_TERMINO"
"859371","1","511705","XS","25","12/01/2024 17:12:59"
"859371","2","511705","SM","22","12/01/2024 17:49:47"
"859371","3","511705","MED","51","13/01/2024 13:28:32"
"859371","4","511705","MED","24","12/01/2024 16:51:33"
"859371","5","511705","LG","47","12/01/2024 17:36:40"
"859371","6","511705","XL","51","12/01/2024 16:33:15"
"859371","7","511705","XL","39","13/01/2024 12:05:07"
"859376","1","521683","SM","5","30/03/2024 17:25:16"
"859376","2","521683","MED","10","30/03/2024 17:23:52"
"859376","3","521683","LG","10","30/03/2024 17:41:47"
"859376","4","521683","XL","3","30/03/2024 17:25:38"
"859391","4","PF5445-20","36","21","03/01/2024 9:45:10"
"859391","5","PF5445-20","38","21","03/01/2024 9:49:27"
"859391","6","PF5445-20","40","21","03/01/2024 10:28:39"
"859391","7","PF5445-20","42","21","03/01/2024 9:55:40"
"859391","8","PF5445-20","44","13","03/01/2024 10:09:52"
"859391","9","PF5445-20","44","10","03/01/2024 10:09:51"
"859392","1","EF5473-20","32","14","11/01/2024 17:19:35"
"859392","2","EF5473-20","32","6","11/01/2024 17:20:49"
"859392","3","EF5473-20","34","21","11/01/2024 17:09:47"
"859392","4","EF5473-20","36","7","11/01/2024 17:18:09"
"859392","5","EF5473-20","36","7","11/01/2024 17:21:49"
"859392","6","EF5473-20","36","6","11/01/2024 17:22:56"
"859392","7","EF5473-20","38","21","11/01/2024 17:07:14"
"859392","8","EF5473-20","40","21","11/01/2024 17:12:15"
"859392","9","EF5473-20","42","21","11/01/2024 17:14:10"
"859392","10","EF5473-20","44","22","11/01/2024 17:17:00"
"859445","1","501645","1X","22","12/01/2024 17:36:06"
"859485","1","428065","M","49","09/01/2024 18:55:35"
"859485","2","428065","M","49","11/01/2024 9:10:12"
"859485","3","428065","M","23","16/01/2024 13:54:54"
"859485","4","428065","L","48","11/01/2024 11:26:26"
"859485","5","428065","L","48","09/01/2024 15:50:06"
"859485","6","428065","L","46","11/01/2024 9:03:04"
"859485","7","428065","L","36","10/01/2024 18:57:44"
"859485","8","428065","XL","45","09/01/2024 15:28:08"
"859485","9","428065","XL","45","11/01/2024 15:38:29"
"859485","10","428065","XL","36","11/01/2024 8:46:16"
"859485","11","428065","XXL","39","11/01/2024 8:53:19"
"859485","12","428065","XXL","18","12/01/2024 12:59:50"
"859486","1","428066","L","39","12/01/2024 13:05:25"
"859486","2","428066","L","41","12/01/2024 19:07:04"
"859486","3","428066","L","23","12/01/2024 10:16:43"
"859486","4","428066","XL","41","12/01/2024 19:40:52"
"859486","5","428066","XL","41","11/01/2024 11:33:47"
"859486","6","428066","XL","21","11/01/2024 15:00:36"
"859486","7","428066","XXL","33","16/01/2024 13:50:25"
"859486","8","428066","XXL","25","16/01/2024 7:07:02"
"859521","1","428065","S","36","16/01/2024 17:14:19"
"859521","2","428065","M","49","16/01/2024 14:12:10"
"859521","3","428065","M","21","16/01/2024 17:59:42"
"859521","4","428065","XL","45","16/01/2024 14:05:47"
"859521","5","428065","XL","45","16/01/2024 19:08:21"
"859521","6","428065","XL","45","17/01/2024 16:38:07"
"859521","7","428065","XL","45","18/01/2024 11:45:59"
"859521","8","428065","XL","44","17/01/2024 16:16:37"
"859521","9","428065","XL","28","16/01/2024 14:44:20"
"859521","10","428065","XXL","39","16/01/2024 14:40:29"
"859521","11","428065","XXL","39","16/01/2024 14:54:36"
"859521","12","428065","XXL","23","17/01/2024 9:55:02"
"859522","1","428065","M","49","09/01/2024 17:46:23"
"859522","2","428065","M","49","09/01/2024 15:17:00"
"859522","3","428065","L","47","16/01/2024 18:10:24"
"859522","4","428065","L","48","10/01/2024 19:06:02"
"859522","5","428065","L","48","09/01/2024 18:39:31"
"859522","6","428065","L","48","09/01/2024 16:42:35"
"859522","7","428065","L","48","09/01/2024 14:26:36"
"859522","8","428065","L","48","09/01/2024 13:46:26"
"859522","9","428065","L","28","10/01/2024 11:37:15"
"859529","1","501639","1X","50","10/01/2024 11:31:46"
"859529","2","501639","2X","50","09/01/2024 16:53:18"
"859547","1","428065","S","53","09/01/2024 14:07:08"
"859547","2","428065","M","60","09/01/2024 17:19:43"
"859547","3","428065","M","60","09/01/2024 16:01:35"
"859547","4","428065","M","60","09/01/2024 16:31:56"
"859547","5","428065","M","45","09/01/2024 17:52:02"
"859548","1","428065","L","60","06/01/2024 17:54:50"
"859548","2","428065","L","60","09/01/2024 16:22:47"
"859548","3","428065","L","60","09/01/2024 15:00:01"
"859548","4","428065","L","60","09/01/2024 18:36:37"
"859548","5","428065","L","60","09/01/2024 13:49:48"
"859548","6","428065","L","60","09/01/2024 18:45:51"
"859548","7","428065","L","45","06/01/2024 18:59:22"
"859549","1","428065","XL","60","16/01/2024 13:12:27"
"859549","2","428065","XL","60","16/01/2024 15:57:35"
"859549","3","428065","XL","60","15/01/2024 18:47:02"
"859549","4","428065","XL","60","16/01/2024 14:00:40"
"859549","5","428065","XL","60","15/01/2024 17:03:21"
"859549","6","428065","XL","26","15/01/2024 17:22:46"
"859549","7","428065","XXL","60","15/01/2024 18:56:40"
"859549","8","428065","XXL","59","16/01/2024 15:26:38"
"859549","9","428065","XXL","18","16/01/2024 9:53:10"
"859556","1","517334","1X","37","24/01/2024 19:17:19"
"859556","2","517334","2X","55","24/01/2024 14:18:18"
"859556","3","517334","3X","30","24/01/2024 15:37:54"
"859557","1","517315","XS","27","22/01/2024 15:48:58"
"859557","2","517315","XS","27","20/01/2024 13:48:42"
"859557","3","517315","SM","46","20/01/2024 15:02:36"
"859557","4","517315","SM","44","31/01/2024 19:07:05"
"859557","5","517315","MED","41","20/01/2024 13:14:11"
"859557","6","517315","MED","45","20/01/2024 13:18:15"
"859557","7","517315","MED","44","22/01/2024 15:52:40"
"859557","8","517315","LG","40","20/01/2024 14:45:30"
"859557","9","517315","LG","38","22/01/2024 15:46:25"
"859557","10","517315","LG","22","20/01/2024 13:51:34"
"859557","11","517315","XL","37","20/01/2024 15:05:17"
"859557","12","517315","XL","26","20/01/2024 15:07:41"
"859558","1","520172","XS","26","23/01/2024 15:28:25"
"859558","2","520172","SM","36","23/01/2024 15:33:51"
"859558","3","520172","MED","55","23/01/2024 16:38:57"
"859558","4","520172","LG","37","23/01/2024 15:23:11"
"859558","5","520172","XL","24","23/01/2024 14:51:32"
"859568","1","428065","M","15","16/01/2024 12:50:58"
"859568","2","428065","L","29","16/01/2024 9:50:14"
"859568","3","428065","XL","25","15/01/2024 17:46:50"
"859568","4","428065","XXL","10","16/01/2024 15:04:42"
"859569","1","428066","L","10","06/01/2024 17:38:37"
"859569","2","428066","XL","10","06/01/2024 17:46:29"
"859583","1","TJ7951-23","2","7","08/01/2024 18:06:09"
"859583","2","TJ7951-23","4","7","08/01/2024 18:04:48"
"859583","3","TJ7951-23","6","7","08/01/2024 18:51:12"
"859583","4","TJ7951-23","8","7","08/01/2024 18:00:32"
"859583","5","TJ7951-23","10","7","08/01/2024 18:48:34"
"859583","6","TJ7951-23","12","7","08/01/2024 18:44:41"
"859583","7","TJ7951-23","14","7","08/01/2024 18:50:24"
"859584","1","TJ7951-23","2","29","07/01/2024 13:45:02"
"859584","2","TJ7951-23","4","52","07/01/2024 13:42:35"
"859584","3","TJ7951-23","4","19","07/01/2024 14:58:39"
"859584","4","TJ7951-23","6","53","07/01/2024 13:52:17"
"859584","5","TJ7951-23","6","19","07/01/2024 13:48:28"
"859584","6","TJ7951-23","8","53","07/01/2024 13:36:28"
"859584","7","TJ7951-23","8","17","09/01/2024 17:52:07"
"859584","8","TJ7951-23","10","37","07/01/2024 14:57:31"
"859584","9","TJ7951-23","12","44","07/01/2024 16:03:47"
"859584","10","TJ7951-23","14","45","07/01/2024 15:53:18"
"859585","1","TJ7951-23","2","14","07/01/2024 16:18:10"
"859585","2","TJ7951-23","4","24","08/01/2024 16:41:21"
"859585","3","TJ7951-23","6","24","09/01/2024 17:34:35"
"859585","4","TJ7951-23","8","28","08/01/2024 16:34:57"
"859585","5","TJ7951-23","10","30","08/01/2024 16:29:40"
"859585","6","TJ7951-23","12","28","08/01/2024 16:31:46"
"859585","7","TJ7951-23","14","33","08/01/2024 18:10:38"
"859585","8","TJ7951-23","16","36","08/01/2024 16:04:16"
"859586","1","TJ7951-23","3","3","08/01/2024 18:13:22"
"859586","2","TJ7951-23","4","3","08/01/2024 18:48:45"
"859586","3","TJ7951-23","5","3","08/01/2024 18:44:02"
"859586","4","TJ7951-23","6","6","08/01/2024 18:07:07"
"859586","5","TJ7951-23","8","6","08/01/2024 18:39:51"
"859586","6","TJ7951-23","10","3","08/01/2024 18:53:55"
"859586","7","TJ7951-23","12","3","08/01/2024 18:45:33"
"859587","1","TJ7951-23","3","6","08/01/2024 18:12:49"
"859587","2","TJ7951-23","4","6","08/01/2024 18:55:20"
"859587","3","TJ7951-23","5","6","08/01/2024 18:46:57"
"859587","4","TJ7951-23","6","9","08/01/2024 18:09:16"
"859587","5","TJ7951-23","8","9","09/01/2024 14:17:47"
"859587","6","TJ7951-23","10","6","08/01/2024 18:40:39"
"859587","7","TJ7951-23","12","6","08/01/2024 18:42:06"
"859589","1","TJ1122-23","2","14","11/01/2024 20:28:16"
"859589","2","TJ1122-23","4","12","11/01/2024 20:29:29"
"859589","3","TJ1122-23","6","12","11/01/2024 17:00:22"
"859589","4","TJ1122-23","8","14","11/01/2024 16:48:19"
"859589","5","TJ1122-23","10","12","11/01/2024 16:58:21"
"859589","6","TJ1122-23","12","10","11/01/2024 16:53:17"
"859589","7","TJ1122-23","14","10","11/01/2024 16:50:56"
"859590","1","TJ1207-23","3","3","11/01/2024 17:02:17"
"859590","2","TJ1207-23","4","3","11/01/2024 17:07:08"
"859590","3","TJ1207-23","5","3","11/01/2024 17:04:01"
"859590","4","TJ1207-23","6","6","11/01/2024 17:12:33"
"859590","6","TJ1207-23","10","3","11/01/2024 17:10:44"
"859590","7","TJ1207-23","12","3","11/01/2024 17:05:38"
"859591","1","TJ1207-23","3","5","11/01/2024 20:27:06"
"859591","2","TJ1207-23","4","5","11/01/2024 21:16:41"
"859591","3","TJ1207-23","5","5","11/01/2024 20:23:34"
"859591","4","TJ1207-23","6","8","11/01/2024 20:26:09"
"859591","5","TJ1207-23","8","8","11/01/2024 20:26:05"
"859591","6","TJ1207-23","10","5","11/01/2024 20:25:13"
"859591","7","TJ1207-23","12","4","11/01/2024 20:55:27"
"859596","1","PH1470-23","3","4","16/01/2024 19:10:28"
"859596","2","PH1470-23","4","8","16/01/2024 19:09:33"
"859596","3","PH1470-23","5","8","16/01/2024 14:24:11"
"859596","4","PH1470-23","6","8","16/01/2024 14:21:07"
"859600","1","TJ7951-23","2","3","08/01/2024 18:54:30"
"859600","2","TJ7951-23","4","3","08/01/2024 18:53:17"
"859600","3","TJ7951-23","6","3","08/01/2024 18:43:26"
"859600","4","TJ7951-23","8","3","08/01/2024 18:42:48"
"859600","5","TJ7951-23","10","3","08/01/2024 18:46:08"
"859600","6","TJ7951-23","12","3","08/01/2024 18:51:53"
"859601","1","TJ1207-23","6","8","23/01/2024 18:57:33"
"859601","2","TJ1207-23","8","1","23/01/2024 19:00:30"
"859605","1","TJ5289-23","4","6","23/01/2024 18:29:30"
"859605","2","TJ5289-23","6","5","23/01/2024 18:28:26"
"859605","3","TJ5289-23","8","5","23/01/2024 18:30:52"
"859605","4","TJ5289-23","10","6","23/01/2024 18:27:54"
"859606","1","TJ5289-23","12","5","23/01/2024 18:27:28"
"859606","2","TJ5289-23","14","6","23/01/2024 18:26:58"
"859606","3","TJ5289-23","16","10","24/01/2024 14:57:05"
"859610","1","520016","S4","46","27/02/2024 18:09:30"
"859610","2","520016","L6X/","40","27/02/2024 18:23:35"
"859610","3","520016","L6X/","16","27/02/2024 17:38:25"
"859632","1","511708","1X","25","05/02/2024 15:04:08"
"859634","1","501639","2X","24","12/01/2024 14:54:36"
"859644","1","501645","1X","24","24/01/2024 15:43:25"
"859647","1","502658","3X","3","22/01/2024 15:20:32"
"859670","3","1MAA047","M","46","03/01/2024 10:22:54"
"859670","5","1MAA047","L","44","03/01/2024 13:49:59"
"859670","11","1MAA047","XL","25","03/01/2024 18:38:11"
"859673","1","521066","MED","7","05/01/2024 13:50:36"
"859673","3","521066","LG","30","05/01/2024 13:20:35"
"859673","4","521066","LG","2","09/01/2024 13:24:12"
"859673","5","521066","XL","30","05/01/2024 13:48:36"
"859673","7","521066","XXL","30","05/01/2024 13:58:10"
"859673","8","521066","XXL","27","05/01/2024 14:04:12"
"859681","1","1MAA047","M","43","05/01/2024 14:55:31"
"859681","2","1MAA047","M","44","03/01/2024 11:07:41"
"859681","3","1MAA047","M","46","04/01/2024 17:34:49"
"859681","4","1MAA047","M","43","04/01/2024 15:05:57"
"859681","5","1MAA047","M","47","04/01/2024 17:31:26"
"859681","6","1MAA047","M","42","04/01/2024 17:19:21"
"859681","7","1MAA047","M","45","05/01/2024 16:55:45"
"859681","8","1MAA047","M","32","04/01/2024 12:13:39"
"859685","5","1MAA047","XXL","46","03/01/2024 14:54:54"
"859685","6","1MAA047","XXL","46","04/01/2024 10:02:29"
"859730","1","434140","M","6","19/01/2024 16:58:47"
"859730","2","434140","L","6","19/01/2024 15:19:52"
"859730","3","434140","XL","5","19/01/2024 15:18:50"
"859730","4","434140","XXL","5","19/01/2024 16:56:56"
"859740","1","1MAA047","S","45","05/01/2024 13:53:14"
"859740","2","1MAA047","S","24","05/01/2024 13:17:58"
"859740","3","1MAA047","M","48","04/01/2024 18:25:02"
"859740","4","1MAA047","M","47","04/01/2024 18:44:49"
"859740","5","1MAA047","M","44","05/01/2024 9:57:10"
"859740","6","1MAA047","M","49","05/01/2024 13:37:23"
"859740","7","1MAA047","M","42","05/01/2024 14:24:11"
"859740","8","1MAA047","M","15","08/01/2024 19:01:45"
"859741","3","1MAA047","L","40","05/01/2024 13:53:41"
"859741","5","1MAA047","L","47","03/01/2024 13:05:13"
"859741","9","1MAA047","L","42","03/01/2024 10:19:53"
"859742","1","1MAA047","XL","47","08/01/2024 15:36:56"
"859742","2","1MAA047","XL","47","06/01/2024 17:21:02"
"859742","3","1MAA047","XL","45","06/01/2024 15:43:57"
"859742","4","1MAA047","XL","44","06/01/2024 16:42:41"
"859742","5","1MAA047","XL","47","08/01/2024 14:09:05"
"859742","6","1MAA047","XL","44","06/01/2024 13:45:07"
"859742","7","1MAA047","XL","32","08/01/2024 15:12:59"
"859742","8","1MAA047","XXL","43","06/01/2024 15:35:58"
"859742","9","1MAA047","XXL","47","08/01/2024 13:57:15"
"859742","10","1MAA047","XXL","26","06/01/2024 16:14:10"
"859754","1","300325","LG","22","03/01/2024 12:30:43"
"859754","2","300325","XL","33","03/01/2024 12:57:06"
"859759","1","502176","MED","10","02/02/2024 10:17:46"
"859759","2","502176","LG","7","01/02/2024 19:09:22"
"859759","3","502176","XL","3","03/02/2024 11:59:25"
"859767","1","PH8184-23","3","5","15/01/2024 18:42:40"
"859767","2","PH8184-23","3","2","15/01/2024 18:47:01"
"859768","1","PH8184-23","3","8","15/01/2024 17:59:04"
"859768","2","PH8184-23","4","11","15/01/2024 18:40:36"
"859768","3","PH8184-23","5","13","15/01/2024 18:50:03"
"859768","4","PH8184-23","5","4","15/01/2024 19:00:05"
"859768","5","PH8184-23","6","9","15/01/2024 18:57:42"
"859781","1","207242","LG","48","05/02/2024 14:51:36"
"859790","1","EF7923-23","40","15","30/01/2024 18:10:19"
"859790","2","EF7923-23","42","19","30/01/2024 17:52:46"
"859790","3","EF7923-23","44","15","30/01/2024 17:11:06"
"859790","4","EF7923-23","46","3","30/01/2024 18:16:32"
"859811","1","428065","S","24","09/01/2024 17:26:46"
"859811","2","428065","M","49","15/01/2024 15:22:15"
"859811","3","428065","M","52","16/01/2024 17:49:24"
"859811","4","428065","M","50","15/01/2024 18:20:44"
"859811","5","428065","M","55","10/01/2024 16:32:23"
"859811","6","428065","XL","48","12/01/2024 17:51:19"
"859811","7","428065","XL","47","10/01/2024 19:19:44"
"859811","8","428065","XL","31","09/01/2024 19:07:20"
"859812","1","428065","L","66","12/01/2024 17:28:22"
"859812","2","428065","L","66","10/01/2024 16:40:04"
"859812","3","428065","L","67","10/01/2024 19:05:11"
"859812","4","428065","L","67","09/01/2024 18:47:28"
"859814","1","428065","M","53","16/01/2024 18:35:59"
"859814","2","428065","M","54","17/01/2024 10:35:13"
"859814","3","428065","M","42","16/01/2024 18:44:07"
"859814","4","428065","M","22","17/01/2024 10:38:21"
"859814","5","428065","L","53","16/01/2024 17:40:11"
"859814","6","428065","L","54","17/01/2024 15:15:34"
"859814","7","428065","L","54","17/01/2024 18:24:40"
"859814","8","428065","L","54","16/01/2024 18:45:32"
"859814","9","428065","L","54","16/01/2024 18:59:27"
"859814","10","428065","L","54","16/01/2024 18:41:18"
"859814","11","428065","L","21","16/01/2024 18:51:42"
"859815","1","428065","XL","53","20/01/2024 15:00:19"
"859815","2","428065","XL","54","17/01/2024 16:28:31"
"859815","3","428065","XL","54","20/01/2024 14:45:58"
"859815","4","428065","XL","54","22/01/2024 17:14:25"
"859815","5","428065","XL","54","20/01/2024 14:58:22"
"859815","6","428065","XXL","40","17/01/2024 16:09:18"
"859815","7","428065","XXL","39","19/01/2024 14:46:34"
"859815","8","428065","XXL","27","22/01/2024 16:45:36"
"859816","1","432097","M","26","17/01/2024 10:39:40"
"859816","2","432097","L","13","17/01/2024 10:30:15"
"859817","1","428065","M","39","25/01/2024 18:55:16"
"859817","2","428065","L","52","24/01/2024 12:26:18"
"859817","3","428065","XL","26","23/01/2024 18:31:40"
"859870","2","PH9753-00","6","26","06/01/2024 16:40:27"
"859870","3","PH9753-00","7","26","06/01/2024 17:14:02"
"859870","4","PH9753-00","7","26","05/01/2024 18:42:15"
"859870","5","PH9753-00","8","26","05/01/2024 19:03:39"
"859870","6","PH9753-00","9","7","05/01/2024 18:47:07"
"859894","2","1MAA047","S","21","03/01/2024 13:59:15"
"859894","4","1MAA047","XXL","45","03/01/2024 14:19:44"
"859894","5","1MAA047","XXL","49","04/01/2024 12:24:07"
"859894","7","1MAA047","XXL","21","03/01/2024 9:48:03"
"859895","2","506935","S8","71","04/01/2024 18:47:36"
"859895","5","506935","XL18","9","04/01/2024 18:46:04"
"859896","1","506935","M10/","62","04/01/2024 18:41:43"
"859896","4","506935","M10/","61","04/01/2024 17:44:58"
"859896","5","506935","L14/","73","04/01/2024 18:33:25"
"859912","1","518681","6-12","74","03/02/2024 14:00:48"
"859912","2","518681","12-1","73","05/02/2024 10:49:05"
"859912","3","518681","12-1","75","03/02/2024 14:13:28"
"859912","4","518681","12-1","76","05/02/2024 10:42:10"
"859985","1","1MAA047","M","5","08/01/2024 18:53:24"
"859985","2","1MAA047","L","10","08/01/2024 18:44:51"
"859985","3","1MAA047","XL","8","08/01/2024 18:41:22"
"859985","4","1MAA047","XXL","4","08/01/2024 18:51:59"
"859986","1","TJ7659-20","2","30","11/01/2024 20:12:32"
"859986","2","TJ7659-20","3","28","11/01/2024 19:42:55"
"859986","3","TJ7659-20","4","32","11/01/2024 20:06:01"
"859986","4","TJ7659-20","5","28","11/01/2024 21:39:14"
"859986","5","TJ7659-20","6","49","11/01/2024 21:04:12"
"859986","6","TJ7659-20","8","34","11/01/2024 20:11:02"
"859986","7","TJ7659-20","10","25","11/01/2024 21:10:26"
"859986","8","TJ7659-20","12","5","11/01/2024 20:53:24"
"859986","9","TJ7659-20","14","3","13/01/2024 10:57:30"
"859986","10","TJ7659-20","16","3","11/01/2024 21:00:09"
"859987","1","TF7293-23","34","6","11/01/2024 17:27:36"
"859987","2","TF7293-23","36","16","11/01/2024 17:05:25"
"859987","3","TF7293-23","38","15","11/01/2024 17:25:21"
"859987","4","TF7293-23","40","17","11/01/2024 17:20:59"
"859987","5","TF7293-23","42","8","11/01/2024 17:11:31"
"859987","6","TF7293-23","44","8","11/01/2024 17:42:58"
"859988","1","1MAA047","S","43","04/01/2024 18:59:40"
"859988","2","1MAA047","M","42","05/01/2024 9:52:07"
"859988","3","1MAA047","M","41","03/01/2024 12:34:56"
"859988","4","1MAA047","M","41","03/01/2024 9:55:56"
"859988","5","1MAA047","M","27","03/01/2024 15:38:39"
"859988","6","1MAA047","L","43","03/01/2024 14:35:29"
"859988","7","1MAA047","L","39","03/01/2024 10:27:17"
"859988","8","1MAA047","L","40","04/01/2024 10:46:30"
"859988","9","1MAA047","L","42","04/01/2024 12:55:31"
"859988","10","1MAA047","L","37","04/01/2024 12:49:07"
"859988","11","1MAA047","L","15","04/01/2024 17:00:19"
"859988","12","1MAA047","XL","42","03/01/2024 14:07:25"
"859988","13","1MAA047","XL","42","03/01/2024 10:10:53"
