period_month,ug_name,uol1_name,uol2_name,servicel1_id,servicel1_name,issues_review_menor_7_dias,issues_en_revision_total,historias_fix_version_deploy,cantidad_historias_deploy,repos_activos_con_nomenclatura_estandar,total_repositorios_en_uso,promedio_tiempo_aprobacion_pr,promedio_tamano_pr,repos_gobernados_chimera_activos,promedio_tiempo_integracion,promedio_tiempo_builds,pipelines_ejecuciones_exitosas,pipelines_ejecuciones_totales,promedio_tiempo_reparacion_builds,repos_sonarqube_ok_activos,repos_conectados_sonarqube,items_pruebas_desplegados_xray,items_desplegados_totales
01-Jul,COLOMBIA,SYSTEMS ENGINEERING,CORE,562,GESTION REMOTA PYMES,12,12,12,13,10,10,1.15,26,8,1.5,49,9,9,83,9,11,9,9
01-Jul,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,DIGITAL CHANNELS,1070,PLATAFORMA GEMA,12,13,12,12,14,14,1.6,347.5,6,1.78,19,10,11,72,13,14,13,13
01-Aug,MEXICO,SYSTEMS ENGINEERING,C&IB,457,"FX, DERIVATIVES & CUSTODY",5,5,10,10,11,13,1.29,403,10,2.81,23,12,14,95,4,5,8,8
01-Jun,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,834,CS INGESTAS,7,7,8,8,12,14,1.05,348.5,10,3.96,4,11,13,68,7,8,10,10
01-Jul,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,292,REPORTING NORMATIVO,9,9,9,10,10,11,1.24,408,10,1.85,41,8,10,36,7,8,15,15
01-Jun,CFE,AUD.LEGAL&CHAIRMAN UNITS,,1264,M&A,12,12,12,13,6,6,1.32,361.5,5,1.13,37,10,13,86.5,12,12,8,8
01-Jun,PERU,SYSTEMS,CROSS SYSTEMS,745,COMMERCIAL SUPPORT,10,10,11,12,1,3,1.27,315.5,1,1.95,33.5,12,13,18,11,11,10,10
01-Jul,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - INFRA MULTICANAL,881,INFRAESTRUCTURA MULTICANAL - RETAIL,6,6,13,14,13,14,1.65,19,13,2.04,39.5,12,14,2.5,10,10,15,15
01-Aug,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,RELATIONSHIP MODELS,1047,GESTOR DE INTERVINIENTES,14,15,12,13,1,3,2.85,92.5,3,2.47,30.5,11,11,52.5,10,15,13,13
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,53,AR15 EVOLUCION DIGITAL DE GESTION DE TARJETAS,11,12,10,11,4,6,1.02,275.5,4,1.55,37.5,15,15,66.5,12,13,12,12
01-Jun,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,444,ENTERPRISE WEB,14,15,13,13,14,15,1.29,618.5,15,2.75,43.5,10,11,32.5,11,13,13,13
01-Jul,ESPANA,DATA ENGINEERING,DATA HUB,843,CROSS SYSTEM,7,7,12,13,12,15,1.08,53,13,1.38,46,10,11,113.5,11,11,15,15
01-Jun,PERU,SYSTEMS,CORE CLIENTS,736,INTERBANK PAYMENTS,9,9,12,13,12,14,1.79,306,7,2.55,16,12,14,24.5,10,10,10,10
01-Jun,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL-PRESCRIPTION BUSINESS,888,CONSUMER FINANCE,12,13,9,10,8,8,1.69,525.5,7,1.93,31.5,6,6,25,5,7,11,11
01-Jun,CIB,SW DELIVERY,GLOBAL MARKETS FRONT OFFICE,1191,POSITION KEEPING & RISK MANAGEMENT (LEGACY),8,8,8,8,9,10,2.54,124,8,2.3,7,5,7,102.5,7,9,4,4
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,39,RB01 RETAIL WEB / WEBS PARTICULARES,10,10,13,14,9,11,1.17,329,11,2.28,47.5,2,2,25.5,10,14,10,10
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,CORE,563,GESTION REMOTA RETAIL,7,7,12,13,6,7,1.97,80,7,1.55,39,4,4,27,10,12,8,8
01-Jun,GSD,GSD,ALPHA,848,FIRMA,5,5,12,13,13,15,1.49,70,15,3.38,41.5,13,14,115,13,14,11,11
01-Aug,CIB,SW DELIVERY,EQUITIES,1170,DIGITAL DERIVATIVES: X-ASSET NOTES,12,13,8,9,8,9,1.42,230,9,1.09,47,9,10,118,9,9,12,12
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,40,RB02 RETAIL MOBILE / MOVILES PARTICULARES,4,4,11,12,4,6,1.51,661.5,4,2.22,5,9,9,9.5,12,13,4,4
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,68,AR02 ENTERPRISE WEB CORE,14,15,13,14,7,9,1.05,478,7,1.16,25,6,8,33.5,8,10,14,14
01-Aug,RETAIL CLIENT SOLUTIONS,RETAIL,SMES,889,SMES,10,11,10,10,11,12,1.16,680,6,2.78,16.5,11,13,85,6,6,12,12
01-Jul,URUGUAY,SYSTEMS ENGINEERING,,673,CROSS SYSTEMS,9,10,3,3,12,13,1.05,671.5,8,1.74,29.5,10,12,49,13,13,11,11
01-Aug,COLOMBIA,DATA TRANSFORMATION & ENGINEERING,DATAHUB,897,FINANZAS - DATA,14,15,8,8,10,13,1.57,356.5,12,1.12,28.5,9,10,86,12,12,11,11
01-Jul,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,297,BRANCH CHANNEL,6,7,6,7,7,7,1.57,346.5,6,1.99,14,7,9,80,15,15,4,4
01-Aug,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,305,WEB CHANNEL,7,7,12,13,7,8,1.18,503.5,7,2.95,12.5,2,4,110.5,10,10,6,6
01-Aug,MEXICO,SYSTEMS ENGINEERING,INSURANCE,425,INFORMATIONAL,10,10,11,12,10,11,1.54,20.5,11,3.95,44,11,11,7.5,9,9,12,12
01-Jun,MEXICO,SYSTEMS ENGINEERING,C&IB,457,"FX, DERIVATIVES & CUSTODY",9,10,9,10,7,9,1.43,254,7,4.05,2.5,2,2,27.5,11,11,13,13
01-Jun,PERU,SYSTEMS,CORE CLIENTS,737,PEOPLE,8,8,11,12,7,8,1.41,666.5,7,1.56,2,9,13,71.5,10,10,8,8
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,PRODUCTOS RETAIL,21,AR03 PRESTAMOS HIPOTECARIOS CANALES INTERNOS,2,2,9,9,10,12,1.85,216,11,2.3,29.5,13,14,67,6,8,11,11
01-Jun,CFE,T&C,,1255,WORKFORCE ADMINISTRATION,12,13,12,12,14,14,2.79,15,13,1.3,31.5,13,13,116,11,13,2,2
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,ADQUIRENCIA,83,PA04 BBVA ADQUIRENTE - CICLO DE VIDA COMERCIOS,12,13,10,11,9,9,1.66,91.5,6,1.59,34.5,9,12,4,10,11,14,14
01-Jun,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,304,RETAIL DIGITAL SERVICES,14,15,10,11,8,9,1.48,136,8,1.09,2.5,10,11,74.5,1,3,9,9
01-Jul,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,579,SEGUROS AUTOMATION,9,9,10,11,6,7,1.39,179,7,2.31,36.5,4,5,73,7,9,15,15
01-Jun,COLOMBIA,SYSTEMS ENGINEERING,CFS-RIESGOS,584,RIESGOS PARTICULARES,4,4,4,4,12,12,1.52,34,6,1.23,19,14,14,114,14,15,11,11
01-Jul,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,420,LOCAL SERVICES,11,12,3,3,9,11,1.92,243,9,2.69,44,12,12,73.5,7,7,8,8
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,COMEX,4,AR49 EXTRANJERO,5,5,10,11,8,9,2.92,174.5,6,3.31,13.5,8,8,118.5,10,11,10,10
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,49,CF07 PROCUREMENT,11,11,11,12,8,12,2.62,53,10,1.99,17.5,8,10,70,12,14,8,8
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,15,CIB07 ASSET MANAGEMENT,8,8,9,9,10,12,2.04,366.5,7,1.37,13,7,8,99,10,12,10,10
01-Jul,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,885,GP2 - TOHU,10,10,11,11,13,14,2.04,443.5,13,2.21,20,8,9,34.5,7,7,14,14
01-Aug,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,866,DATA INSURANCE,12,12,14,15,4,6,1.32,82,4,1.93,41,3,4,16.5,13,13,12,12
01-Jul,GSD,GSD,DEVOPS & SW DEV TOOLS,856,UX & DESIGN,10,11,10,10,13,13,1.21,529.5,13,2.28,44.5,9,12,38,14,15,11,11
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,58,AR23 PEOPLE SERVICING,7,8,4,4,8,13,2.4,287.5,8,1.23,4,11,13,75,7,8,11,11
01-Jun,CIB,SW DELIVERY,GLOBAL MARKETS FRONT OFFICE,1189,CIB ONLINE INTEGRATION,11,12,11,12,10,10,1.65,307,9,2.61,22.5,4,4,71.5,8,10,10,10
01-Jul,COLOMBIA,SYSTEMS ENGINEERING,RETAIL,571,ANTIFRAUDE,8,8,10,11,11,12,2.02,20.5,12,2.14,32.5,2,3,32.5,10,11,12,12
01-Jul,GSD,GSD,ALPHA,849,INFRAESTRUCTURA MULTICANAL,6,6,9,10,10,14,1.76,136,13,1.45,30.5,9,15,8,14,15,4,4
01-Jun,VENEZUELA,SYSTEMS,PAYMENT,686,MERCHANTS ACQUIARING,4,5,8,9,3,5,1.42,104,5,1.3,35.5,9,11,111.5,11,14,9,9
01-Jul,CIB,DATA ENGINEERING,RISK DATA,1146,GM RISK DATA,10,12,10,13,11,15,1.57,547,15,1.89,33.5,10,12,49,2,2,12,12
01-Jun,PERU,SYSTEMS,PAYMENT METHODS,754,OTHER PAYMENT PRODUCTS & SERVICES,6,8,6,8,8,8,1.57,510.5,6,1.47,24.5,9,9,43,8,10,10,10
01-Jul,VENEZUELA,SYSTEMS,CHANNELS,697,OTHER WEB & CC,10,14,3,4,13,15,1.06,506.5,6,2.5,15.5,12,14,70,6,7,3,3
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,PRODUCTOS RETAIL,21,AR03 PRESTAMOS HIPOTECARIOS CANALES INTERNOS,6,7,10,13,7,9,1.9,282,7,1.13,15.5,7,9,80,5,6,13,13
01-Jul,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB FINANZAS Y RIESGOS,870,DATA RISK,0,1,1,4,9,11,1.32,152.5,11,2.83,25,8,14,79.5,10,11,13,13
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,56,AR21 SERVICIOS CORE FINANCIEROS,12,13,8,9,10,11,1.83,88.5,9,2.63,43.5,10,11,78.5,14,14,14,14
01-Aug,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,432,TRANSACTIONS ENGINE,11,14,7,8,11,11,1.9,50,10,1.62,18.5,5,7,89,4,6,14,14
01-Jun,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,580,SEGUROS FINANCIERO,9,12,7,9,9,10,1.19,134,6,3.81,32,11,11,63,3,4,12,12
01-Jul,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,559,PAYMENTS,10,11,7,13,11,11,1.67,175,9,3.27,34.5,9,9,36.5,12,14,8,8
01-Jul,VENEZUELA,SYSTEMS,PAYMENT,686,MERCHANTS ACQUIARING,8,14,10,14,6,7,1.56,497.5,5,1.3,16,11,12,18.5,7,7,4,4
01-Aug,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,1063,ALERTAS FX,13,14,7,9,9,13,1.54,6,7,1.63,1.5,8,10,46.5,5,6,14,14
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,51,AR05 LOYALTY,7,13,13,15,12,13,1.31,83.5,12,2.79,49,8,10,29.5,9,9,15,15
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,5,AR06 COBRANZAS EMISION TC,11,12,11,13,9,13,2.64,115,13,1.56,1,11,14,82,2,3,3,3
01-Jun,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,276,TRANSFORMACION DE OPERACIONES,13,14,3,6,10,11,1.69,93.5,9,3.69,1.5,3,3,100.5,6,7,9,9
01-Aug,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,290,GESTION RECUPERATORIA Y CONTROL INTERNO,6,8,9,10,9,10,2.18,46,10,2.69,30.5,12,12,129,7,9,2,2
01-Jun,CFE,RISK,,1251,OTHER RISKS,11,14,7,8,13,13,1.83,670,13,2,3.5,6,8,90,13,13,6,6
01-Jul,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,883,GP2 - BCEA,12,13,9,12,8,15,1.68,550,15,1.97,3.5,7,8,30,5,6,5,5
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,71,AR43 OPEN BANKING EMPRESAS,12,13,4,5,9,10,1.77,50,10,1.66,41.5,2,2,103.5,3,4,9,9
01-Jun,CIB,DATA ENGINEERING,ANALYTICS,1143,POST-TRADE SOLUTIONS,3,5,10,12,9,10,1.54,23,8,3.66,24.5,10,10,108,11,11,8,8
01-Jul,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,414,DIGITAL CONTACTABILITY,4,5,14,15,12,14,1.77,119,7,2.1,26.5,13,14,72.5,12,14,15,15
01-Jul,GSD,GSD,DEVOPS & SW DEV TOOLS,855,TESTING TOOLS,8,9,7,8,5,7,1.71,134.5,6,1.7,39,8,8,7.5,8,10,10,10
01-Jul,MEXICO,SYSTEMS ENGINEERING,INSURANCE,426,MULTIASISTENCIA,13,14,8,11,8,8,1.39,33.5,8,4.24,5.5,12,13,88,11,12,15,15
01-Jul,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,432,TRANSACTIONS ENGINE,6,8,9,10,5,5,1.61,91,4,2.66,47,10,10,18,8,8,13,13
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,557,FIDUCIARIA,6,9,11,14,13,13,1.09,497,13,1.08,40.5,10,12,110,15,15,11,11
01-Jun,RETAIL CLIENT SOLUTIONS,CROSS,CONTENT MANAGEMENT,890,CONTENT MANAGEMENT,7,8,9,10,9,10,2.77,276.5,9,1.66,40.5,12,14,93.5,8,8,15,15
01-Jun,ESPANA,SYSTEMS ENGINEERING,PASIVO / PAYMENT SYSTEMS,250,MMPP,10,14,1,3,10,12,2.89,41,8,2.28,7.5,10,12,112.5,9,9,7,7
01-Jun,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,266,FINANCIACION ESPECIALIZADA,9,12,6,9,7,7,1.66,85,6,2.03,40.5,10,10,94.5,14,14,14,14
01-Jun,PERU,DATA,DATAHUB,901,DATIO ENGINEERING,9,10,1,2,10,10,2.01,49,9,3.08,33.5,8,9,90,12,14,4,4
01-Jun,COLOMBIA,SYSTEMS ENGINEERING,CORE,563,GESTION REMOTA RETAIL,3,4,5,8,12,12,2.52,21.5,11,1.85,22.5,9,10,53.5,2,4,8,8
01-Jul,COLOMBIA,SYSTEMS ENGINEERING,DEVOPS,588,Z COLOMBIA,11,14,4,6,10,12,2.51,561,9,1.63,7.5,9,9,72,8,9,5,5
01-Aug,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,449,CONTRACTING METHODS AND DIGITAL DOCUMENTATION,5,6,12,15,9,13,1.06,146.5,11,2.33,49,9,11,25.5,13,13,8,8
01-Jul,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,SERVICING & CLIENT EXPERIENCE TRANSFORMATION,1074,PRODUCTIVIDAD Y DEVOPS,3,6,5,7,14,14,1.76,602.5,11,2.28,11.5,5,5,7.5,10,12,7,7
01-Jun,CFE,R&IC,,1268,CROSS DATA & AML,11,13,2,3,11,11,1.83,697,8,1.16,20,10,10,102,10,10,11,11
01-Aug,ESPANA,SYSTEMS ENGINEERING,ALPHA,253,BACKEND,10,13,6,9,5,7,2.95,11.5,7,3.06,16,10,11,9.5,4,5,12,12
01-Jun,PERU,SYSTEMS,RETAIL,765,CRM & DIGITAL MARKETING,5,6,8,13,11,11,2.2,484.5,11,1.89,32.5,11,14,3.5,12,13,15,15
01-Aug,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,GLOBAL CHANNELS,1075,GLOBAL CHANNELS,11,14,8,12,12,13,1.39,81,7,2.08,39,11,12,36,9,11,9,9
01-Aug,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,281,ASSET MANAGEMENT - MIDDLE OFFICE,8,12,10,14,9,11,1.75,149,11,1.55,9.5,12,12,76,2,4,15,15
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,62,AR27 GESTION DE CHEQUES,8,10,4,6,11,12,1.89,634.5,8,1.13,15.5,14,14,29,12,14,8,8
01-Jun,COLOMBIA,DATA TRANSFORMATION & ENGINEERING,DATA TRANSFORMATION,872,CLIENT SOLUTIONS - DATA,7,11,10,11,15,15,2.08,650.5,11,1.73,7.5,13,14,105,12,12,14,14
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,59,AR24 PEOPLE LEGACY,12,13,9,14,12,13,1.9,228.5,10,2.47,27.5,11,12,64,12,15,15,15
01-Aug,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,SUSTAINABILITY,1051,SUSTAINABILITY - COMMERCIAL,7,9,12,14,9,11,1.79,75,10,1.29,40,10,12,14,9,9,15,15
01-Aug,CFE,AUD.LEGAL&CHAIRMAN UNITS,,1264,M&A,9,11,10,12,14,14,1.16,652.5,10,1.72,35,9,9,41,12,14,8,8
01-Jun,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,1059,GLOBAL SCF (LOCAL MULTICOUNTRY),5,6,12,13,13,13,1.53,434.5,13,2.51,16.5,9,11,83.5,4,6,13,13
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,62,AR27 GESTION DE CHEQUES,8,10,7,9,11,15,1.19,451.5,9,1.21,9.5,11,13,69,11,14,12,12
01-Jul,MEXICO,SYSTEMS ENGINEERING,INSURANCE,425,INFORMATIONAL,3,6,11,12,6,8,1.52,12,6,2.91,26.5,7,7,85.5,8,10,8,8
01-Jul,PERU,SYSTEMS,CORPORATE,760,TALENT & CULTURE,13,15,8,10,7,8,1.87,91.5,7,2.44,28.5,3,4,103,8,9,11,11
01-Jun,CIB,SW DELIVERY,FIXED INCOME,1184,FI POSTDEAL & REPORTING,5,8,9,10,10,10,1.28,24.5,8,2.36,44.5,5,6,119.5,6,8,10,10
01-Jul,RETAIL CLIENT SOLUTIONS,RETAIL,AM&GW,880,AM&GW,7,8,0,2,14,15,1.82,112,13,3.83,26,12,13,22.5,10,10,12,12
01-Jul,URUGUAY,SYSTEMS ENGINEERING,,672,CORE BANKING,7,8,9,12,9,14,1.95,156,13,2.97,32,9,10,116,8,10,8,8
01-Aug,PERU,SYSTEMS,LOANS,740,CONSUMER FINANCE,8,10,8,10,3,4,1.19,533,3,1.43,21,10,12,72.5,12,14,7,7
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,PRODUCTOS RETAIL,23,AR54 PRESTAMOS HIPOTECARIOS CANALES DIGITALES,9,12,8,11,9,11,2.57,107,9,3.18,31.5,11,12,37,10,10,12,12
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,69,AR37 WEB PUBLICA EMPRESAS,0,1,9,10,11,13,1.01,62.5,8,1.07,48,11,12,73.5,3,3,9,9
01-Jul,PERU,SYSTEMS,CORPORATE,757,COMPLIANCE,8,11,3,4,8,15,1.73,287,14,2.81,10,9,14,81,8,8,5,5
01-Jun,GSD,GSD,ALPHA,850,INFRAESTRUCTURA PERSONAS Y CONTRATOS,11,12,10,11,11,11,1.56,142.5,11,1.29,35.5,5,6,113,7,8,9,9
01-Jun,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,411,ACCOUNT STATEMENTS & TAX STAMPS,7,8,6,10,8,8,1.03,480.5,6,1.74,36.5,9,9,29,6,8,9,9
01-Jul,PERU,SYSTEMS,RETAIL,766,WEB Y PORTALES,5,6,12,15,5,5,1.94,694.5,3,1.95,0,9,11,30,14,14,4,4
01-Jun,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,445,MOBILE ENTERPRISE,4,7,3,4,9,13,1.45,6,10,1.39,40,4,5,75,15,15,7,7
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,44,AR19 DIGITALIZACION DE IMPRESIONES,6,8,7,8,8,9,2.74,38.5,6,3.67,13.5,9,11,26,13,15,5,5
01-Aug,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,837,DEVOPS - CI/CD,5,8,11,12,10,12,1.71,133,11,1.49,39.5,9,10,1.5,9,10,11,11
01-Jul,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,428,CREDITS,8,14,10,12,6,7,2.47,469,6,2.83,25,1,1,75,7,7,11,11
01-Jul,CFE,FINANCE,,1246,PROCUREMENT,13,14,7,12,6,8,1.66,12,7,2.28,21,6,8,50,8,9,8,8
01-Jun,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,272,CONTRATACION,8,9,4,5,5,6,1.6,607.5,6,3,19,12,14,17,12,12,14,14
01-Aug,RETAIL CLIENT SOLUTIONS,CROSS,TRAFFIC GENERATION & MARKETING AUTOMATION,894,TRAFFIC GENERATION & MARKETING AUTOMATION,13,15,2,5,9,10,1.62,20,10,1.43,24,9,13,5.5,12,14,14,14
01-Jul,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,867,OPERATIONAL ENTERPRISE,9,10,8,9,5,6,1.04,45.5,6,4.56,30,10,12,13.5,10,10,3,3
01-Jul,VENEZUELA,SYSTEMS,PAYMENT,685,ISSUING(EMISOR/AUTORIZADOR),13,14,2,4,14,14,2.78,147.5,12,2.46,13,1,2,68,7,7,9,9
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,13,CIB05 OPERATION DATA,11,12,5,8,8,9,1.53,59.5,9,2.77,42.5,8,9,110.5,11,11,4,4
01-Jun,COLOMBIA,SYSTEMS ENGINEERING,DEVOPS,588,Z COLOMBIA,9,12,1,2,13,13,2.47,636.5,11,1.66,15,13,15,19,6,8,13,13
01-Jul,PERU,SYSTEMS,LOANS,740,CONSUMER FINANCE,3,4,11,14,10,10,1.69,459.5,8,1.19,6,5,7,52,5,6,2,2
01-Jun,PERU,SYSTEMS,FINANCE,743,ACCOUNTING,7,10,9,12,7,14,1.87,375.5,11,1.8,18,11,11,84.5,11,13,13,13
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCION,17,AR30 TESORO y CAJA,8,15,8,10,6,7,1.2,349.5,7,3.72,27,7,8,9,9,14,15,15
01-Jun,PERU,SYSTEMS,CORPORATE,760,TALENT & CULTURE,8,9,9,13,4,6,1.69,661,5,2.55,14.5,9,9,113,12,12,5,5
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,66,AR53 PAGOS NOMINAS / CONVENIOS,8,15,9,10,5,5,1.51,505,5,1.02,20.5,12,14,14.5,4,5,10,10
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,65,AR51 ECHEQ / FCEM,6,7,7,9,11,12,1.86,44,10,1.54,40.5,8,8,69.5,13,15,9,9
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,ADQUIRENCIA,2,PA05 BBVA ADQUIRENTE - TRANSACCIONALIDAD,9,10,5,8,12,12,1.53,469,12,1.06,29,11,14,114.5,13,13,1,1
01-Jul,CFE,T&C,,1258,TALENT MANAGEMENT,10,13,11,13,12,12,1.87,198,10,2.04,28,7,9,86,12,15,10,10
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,7,AR10 IMPUESTOS TC,7,10,9,12,10,10,1.85,362.5,10,3.98,30,9,9,67.5,8,9,9,9
01-Aug,ESPANA,SYSTEMS ENGINEERING,ALPHA,254,CLIENTS,3,6,8,14,13,13,1.4,86.5,13,3.86,33,4,6,72,8,8,2,2
01-Jun,PERU,DATA,DATAHUB,902,DATIO FINANZAS,10,13,7,9,14,14,1.41,207,12,1.82,49.5,8,10,105.5,12,12,13,13
01-Aug,PERU,SYSTEMS,CORPORATE,758,ENGINEERING,5,7,12,14,13,14,1.48,471,6,2.46,2.5,5,7,51.5,6,8,8,8
01-Jul,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,841,"T&C, CROSS Y ENGINEERING INGESTAS",5,7,6,13,3,5,2.58,74.5,3,2.25,17.5,9,10,20,11,12,7,7
01-Jul,PERU,SYSTEMS,CORPORATE,758,ENGINEERING,14,15,10,13,12,12,1.51,698.5,7,1.33,2,8,8,43,3,4,6,6
01-Aug,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,1061,PIVOT - GLOBAL SUPPLY CHAIN FINANCE,13,14,6,8,9,10,1.05,31.5,6,1.41,48,12,13,100.5,11,11,11,11
01-Jun,VENEZUELA,SYSTEMS,CROSS SERVICES,684,INTERBANK PAYMENTS,7,9,7,11,13,14,1.39,427,12,1.08,4.5,4,4,74.5,1,3,8,8
01-Jun,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - INFRA MULTICANAL,881,INFRAESTRUCTURA MULTICANAL - RETAIL,8,9,10,13,7,11,1.53,26.5,9,2.07,22.5,11,13,110,8,9,9,9
01-Jun,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,280,ASSET MANAGEMENT - INFORMACIONAL & WEBS,5,7,12,13,5,5,1.36,400,5,3.47,29.5,9,11,101,7,9,11,11
01-Jul,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,444,ENTERPRISE WEB,4,7,1,4,15,15,1.76,234,11,2.19,12,10,12,74,11,12,12,12
01-Jun,MEXICO,SYSTEMS ENGINEERING,C&IB,459,PRIVATE BANKING,9,10,10,12,9,9,1.58,22.5,8,1.3,40,7,8,116.5,9,10,8,8
01-Jun,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,RELATIONSHIP MODELS,1047,GESTOR DE INTERVINIENTES,8,10,4,6,1,2,1.03,139.5,0,1.67,21.5,7,7,82,8,8,13,13
01-Jun,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,DIGITAL CHANNELS,1071,PLATAFORMA SENDA,10,12,4,5,14,15,1.81,367.5,13,2.2,13.5,4,6,72,7,9,9,9
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,52,AR09 BENEFICIOS,8,10,6,9,10,14,3,161,10,1.37,15.5,11,11,72.5,12,13,2,2
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,38,RB06 NECESIDADES DIGITALES,0,1,7,9,6,8,2.11,10,8,1.07,44,14,15,73,10,11,12,12
