period_month,ug_name,uol1_name,uol2_name,servicel1_id,servicel1_name,Nº fichas RFO,Nº SN2 con ficha RFO con status OK,Nº SN2 con dependencias Consumer,Nº SN2 del tipo Aplicación no Hijo,Número de features deployed válidas,Número de features deployed,Valor de cumplimiento de objetivos en Op Model,Servicios N2 con medición en el modelo objetivo del Op Model,Vulnerab. de alto riesgo por cada mil líneas de códgio,Vulnerab. de alto riesgo por cada mil líneas de códgio mes anterior,Variación de la evolución de vulnerabilidades,Nº de vulnerabilidades high,Nº de Lineas de código,Nº de vulnerabilidades high en el mes anterior,Líneas de código en el mes anterior
25-Mar,ESPANA,SYSTEMS ENGINEERING,ALPHA,52,CLIENTS REGULATORY COMPLIANCE,3,3,3,3,18,19,3,3,0,0,0,0,1.029.875,0,0
25-Apr,ESPANA,SYSTEMS ENGINEERING,ALPHA,52,CLIENTS REGULATORY COMPLIANCE,3,3,3,3,7,7,3,3,0,0,0,0,754.2,0,0
25-May,ESPANA,SYSTEMS ENGINEERING,ALPHA,52,CLIENTS REGULATORY COMPLIANCE,3,3,3,3,3,3,3,3,0,0,0,0,759.246,0,0
25-Jun,ESPANA,SYSTEMS ENGINEERING,ALPHA,52,CLIENTS REGULATORY COMPLIANCE,3,3,3,3,20,20,3,3,0,0,0,0,764.243,0,0
25-Jul,ESPANA,SYSTEMS ENGINEERING,ALPHA,52,CLIENTS REGULATORY COMPLIANCE,3,3,3,3,10,11,3,3,0,0,0,0,764.681,0,0
25-Aug,ESPANA,SYSTEMS ENGINEERING,ALPHA,52,CLIENTS REGULATORY COMPLIANCE,3,3,3,3,11,12,3,3,0,0,0,0,775.377,0,0
25-Sep,ESPANA,SYSTEMS ENGINEERING,ALPHA,52,CLIENTS REGULATORY COMPLIANCE,3,2,3,3,11,12,3,3,0,0,0,0,785.266,0,0
25-Mar,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,53,CONSUMER FINANCE,1,1,1,1,20,24,1,1,216,0,0,216,1.471.704,0,0
25-Apr,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,53,CONSUMER FINANCE,1,1,1,1,4,4,1,1,216,0,0,216,1.170.206,0,0
25-May,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,53,CONSUMER FINANCE,1,1,1,1,3,6,1,1,216,0,0,216,1.148.109,0,0
25-Jun,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,53,CONSUMER FINANCE,1,1,1,1,20,23,1,1,216,0,0,216,1.152.251,0,0
25-Jul,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,53,CONSUMER FINANCE,1,1,1,1,3,3,1,1,216,0,0,216,1.143.323,0,0
25-Aug,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,53,CONSUMER FINANCE,1,1,1,1,5,5,1,1,216,0,0,216,1.146.320,0,0
25-Sep,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,53,CONSUMER FINANCE,1,1,1,1,5,5,1,1,216,0,0,216,1.148.820,0,0
25-Mar,PERU,SYSTEMS,CORE CLIENTS,48,INTERBANK PAYMENTS,11,8,11,11,65,65,1.5,5,0,0,0,0,1.062.345,0,0
25-Apr,PERU,SYSTEMS,CORE CLIENTS,48,INTERBANK PAYMENTS,13,8,13,13,1,1,2,7,0,0,0,0,1.033.743,0,0
25-May,PERU,SYSTEMS,CORE CLIENTS,48,INTERBANK PAYMENTS,13,8,13,13,21,21,5.5,8,0,0,0,0,1.036.005,0,0
25-Jun,PERU,SYSTEMS,CORE CLIENTS,48,INTERBANK PAYMENTS,12,11,12,12,93,95,5,8,0,0,0,0,1.076.434,0,0
25-Jul,PERU,SYSTEMS,CORE CLIENTS,48,INTERBANK PAYMENTS,11,11,11,11,0,0,5.5,8,0,0,0,0,1.109.735,0,0
25-Aug,PERU,SYSTEMS,CORE CLIENTS,48,INTERBANK PAYMENTS,11,9,11,11,12,12,6,9,0,0,0,0,1.117.276,0,0
25-Sep,PERU,SYSTEMS,CORE CLIENTS,48,INTERBANK PAYMENTS,12,10,12,12,17,17,6,9,0,0,0,0,1.117.160,0,0
25-Mar,VENEZUELA,SYSTEMS,CROSS SERVICES,54,INTERBANK PAYMENTS,8,8,7,8,4,4,3,3,4,0,0,4,1.037.231,0,0
25-Apr,VENEZUELA,SYSTEMS,CROSS SERVICES,54,INTERBANK PAYMENTS,8,8,8,8,0,0,3,3,0,0,0,0,686.69,0,0
25-May,VENEZUELA,SYSTEMS,CROSS SERVICES,54,INTERBANK PAYMENTS,8,8,8,8,0,0,3,4,0,0,0,0,686.69,0,0
25-Jun,VENEZUELA,SYSTEMS,CROSS SERVICES,54,INTERBANK PAYMENTS,8,8,8,8,1,1,4,4,0,0,0,0,686.69,0,0
25-Jul,VENEZUELA,SYSTEMS,CROSS SERVICES,54,INTERBANK PAYMENTS,8,8,8,8,0,0,2,4,0,0,0,0,686.69,0,0
25-Aug,VENEZUELA,SYSTEMS,CROSS SERVICES,54,INTERBANK PAYMENTS,8,8,8,8,0,0,1,4,0,0,0,0,2.284.326,0,0
25-Mar,COLOMBIA,SYSTEMS ENGINEERING,CORE,50,LOANS,9,9,8,9,75,77,4,6,15,0,0,15,3.779.361,0,0
25-Apr,COLOMBIA,SYSTEMS ENGINEERING,CORE,50,LOANS,10,9,8,10,12,13,6,8,15,0,0,15,2.936.736,0,0
25-May,COLOMBIA,SYSTEMS ENGINEERING,CORE,50,LOANS,9,9,9,9,18,19,4,10,4,0,0,4,3.045.487,0,0
25-Jun,COLOMBIA,SYSTEMS ENGINEERING,CORE,50,LOANS,9,9,9,9,87,87,5.5,7,4,0,0,4,3.056.093,0,0
25-Jul,COLOMBIA,SYSTEMS ENGINEERING,CORE,50,LOANS,9,9,9,9,10,10,7,8,4,0,0,4,3.051.141,0,0
25-Aug,COLOMBIA,SYSTEMS ENGINEERING,CORE,50,LOANS,10,10,10,10,35,36,7,9,4,0,0,4,3.065.560,0,0
25-Sep,COLOMBIA,SYSTEMS ENGINEERING,CORE,50,LOANS,10,10,10,10,38,39,7,9,4,0,0,4,3.067.366,0,0
25-Mar,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,51,LOANS,6,5,6,6,133,137,4,6,0,0,0,0,5.712.589,0,0
25-Apr,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,51,LOANS,7,5,6,7,12,13,4,6,0,0,0,0,5.648.356,0,0
25-May,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,51,LOANS,7,5,6,7,3,3,4,6,0,0,0,0,5.684.069,0,0
25-Jun,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,51,LOANS,7,4,6,7,171,172,4.5,6,1,0,0,1,5.837.915,0,0
25-Jul,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,51,LOANS,7,5,6,7,7,7,4.5,6,1,0,0,1,5.848.575,0,0
25-Aug,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,51,LOANS,7,5,6,7,24,25,3,6,1,0,0,1,3.618.149,0,0
25-Sep,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,51,LOANS,7,5,6,7,34,35,3,6,1,0,0,1,3.620.416,0,0
25-Mar,PERU,SYSTEMS,LOANS,55,LOANS,7,5,5,7,2,2,1.5,2,0,0,0,0,5.18,0,0
25-Apr,PERU,SYSTEMS,LOANS,55,LOANS,7,5,5,7,0,0,1.5,3,0,0,0,0,5.29,0,0
25-May,PERU,SYSTEMS,LOANS,55,LOANS,7,5,5,7,2,2,2,2,0,0,0,0,25.191,0,0
25-Jun,PERU,SYSTEMS,LOANS,55,LOANS,7,5,5,7,5,6,3,3,0,0,0,0,25.193,0,0
25-Jul,PERU,SYSTEMS,LOANS,55,LOANS,6,5,5,6,0,0,4,4,0,0,0,0,24.815,0,0
25-Aug,PERU,SYSTEMS,LOANS,55,LOANS,6,5,5,6,4,4,4,4,0,0,0,0,25.882,0,0
25-Sep,PERU,SYSTEMS,LOANS,55,LOANS,6,5,5,6,4,4,4,4,0,0,0,0,28.302,0,0
25-Mar,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,56,CONSUMER FINANCE,3,2,3,3,51,51,2,3,0,0,0,0,256.557,0,0
25-Apr,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,56,CONSUMER FINANCE,3,2,3,3,0,0,2,3,0,0,0,0,204.257,0,0
25-May,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,56,CONSUMER FINANCE,3,2,3,3,1,1,2,3,0,0,0,0,209.244,0,0
25-Jun,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,56,CONSUMER FINANCE,3,3,3,3,55,55,1.5,3,0,0,0,0,230.738,0,0
25-Jul,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,56,CONSUMER FINANCE,3,3,3,3,2,2,3,3,0,0,0,0,257.786,0,0
25-Aug,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,56,CONSUMER FINANCE,3,3,3,3,10,10,2,3,0,0,0,0,253.898,0,0
25-Sep,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,56,CONSUMER FINANCE,3,3,3,3,14,14,2,3,0,0,0,0,253.898,0,0
25-Mar,PERU,SYSTEMS,LOANS,57,CONSUMER FINANCE,4,0,3,3,59,59,1.5,2,0,0,0,0,1.433.144,0,0
25-Apr,PERU,SYSTEMS,LOANS,57,CONSUMER FINANCE,4,0,3,3,1,1,2,3,0,0,0,0,1.400.520,0,0
25-May,PERU,SYSTEMS,LOANS,57,CONSUMER FINANCE,5,1,4,4,11,11,2.5,3,0,0,0,0,1.419.801,0,0
25-Jun,PERU,SYSTEMS,LOANS,57,CONSUMER FINANCE,5,1,4,4,67,68,2.5,3,0,0,0,0,1.420.120,0,0
25-Jul,PERU,SYSTEMS,LOANS,57,CONSUMER FINANCE,5,5,4,4,0,1,2.5,3,0,0,0,0,1.427.702,0,0
25-Aug,PERU,SYSTEMS,LOANS,57,CONSUMER FINANCE,5,5,4,4,10,11,3,3,0,0,0,0,1.429.481,0,0
25-Sep,PERU,SYSTEMS,LOANS,57,CONSUMER FINANCE,5,5,4,4,13,14,3,3,0,0,0,0,1.434.896,0,0
25-Mar,PERU,SYSTEMS,ENTERPRISE,58,ENTERPRISE BANKING CANALES WEB & MOBILE,15,12,15,16,71,71,5.5,10,2265,0,0,2265,5.680.850,0,0
25-Apr,PERU,SYSTEMS,ENTERPRISE,58,ENTERPRISE BANKING CANALES WEB & MOBILE,12,10,13,14,3,3,5,9,3324,0,0,3324,5.371.676,0,0
25-May,PERU,SYSTEMS,ENTERPRISE,58,ENTERPRISE BANKING CANALES WEB & MOBILE,12,9,12,12,14,14,5.5,9,3324,0,0,3324,5.371.266,0,0
25-Jun,PERU,SYSTEMS,ENTERPRISE,58,ENTERPRISE BANKING CANALES WEB & MOBILE,12,10,12,12,73,73,5.5,9,3324,0,0,3324,5.374.989,0,0
25-Jul,PERU,SYSTEMS,ENTERPRISE,58,ENTERPRISE BANKING CANALES WEB & MOBILE,12,11,12,12,4,5,6.5,9,3396,0,0,3396,5.280.889,0,0
25-Aug,PERU,SYSTEMS,ENTERPRISE,58,ENTERPRISE BANKING CANALES WEB & MOBILE,13,13,12,13,20,22,6.5,9,2554,0,0,2554,4.272.100,0,0
25-Sep,PERU,SYSTEMS,ENTERPRISE,58,ENTERPRISE BANKING CANALES WEB & MOBILE,13,13,12,13,28,30,6.5,9,2554,0,0,2554,4.272.501,0,0
25-Mar,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL-PRESCRIPTION BUSINESS,59,CONSUMER FINANCE,0,0,1,3,3,3,3,3,0,0,0,0,23.08,0,0
25-Apr,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL-PRESCRIPTION BUSINESS,59,CONSUMER FINANCE,0,0,1,3,0,0,2,3,0,0,0,0,2.996,0,0
25-May,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL-PRESCRIPTION BUSINESS,59,CONSUMER FINANCE,0,0,1,3,0,0,2,3,0,0,0,0,2.996,0,0
25-Jun,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL-PRESCRIPTION BUSINESS,59,CONSUMER FINANCE,0,0,1,3,1,1,2,2,0,0,0,0,2.996,0,0
25-Jul,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL-PRESCRIPTION BUSINESS,59,CONSUMER FINANCE,0,0,1,3,0,0,2,3,0,0,0,0,2.996,0,0
25-Aug,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL-PRESCRIPTION BUSINESS,59,CONSUMER FINANCE,0,0,1,3,0,0,2,3,0,0,0,0,5.426,0,0
25-Mar,PERU,SYSTEMS,ENTERPRISE,60,ENTERPRISE BRANCH,2,2,2,2,15,15,0.5,2,56,0,0,56,646.913,0,0
25-Apr,PERU,SYSTEMS,ENTERPRISE,60,ENTERPRISE BRANCH,2,2,2,2,6,6,0,2,55,0,0,55,657.868,0,0
25-May,PERU,SYSTEMS,ENTERPRISE,60,ENTERPRISE BRANCH,2,2,2,2,16,16,0,1,51,0,0,51,660.328,0,0
25-Jun,PERU,SYSTEMS,ENTERPRISE,60,ENTERPRISE BRANCH,2,2,2,2,34,34,0,2,36,0,0,36,668.186,0,0
25-Jul,PERU,SYSTEMS,ENTERPRISE,60,ENTERPRISE BRANCH,2,2,2,2,1,1,1,2,36,0,0,36,687.405,0,0
25-Aug,PERU,SYSTEMS,ENTERPRISE,60,ENTERPRISE BRANCH,2,2,2,2,8,8,0,2,24,0,0,24,701.01,0,0
25-Sep,PERU,SYSTEMS,ENTERPRISE,60,ENTERPRISE BRANCH,2,2,2,2,9,9,0,2,0,0,0,0,707.519,0,0
25-Mar,MEXICO,SYSTEMS ENGINEERING,C&IB,61,ASSET MANAGEMENT,1,1,1,1,16,16,1,1,516,0,0,516,1.479.938,0,0
25-Apr,MEXICO,SYSTEMS ENGINEERING,C&IB,61,ASSET MANAGEMENT,1,1,1,1,0,0,1,1,516,0,0,516,1.481.798,0,0
25-May,MEXICO,SYSTEMS ENGINEERING,C&IB,61,ASSET MANAGEMENT,1,1,1,1,0,0,1,1,494,0,0,494,1.481.828,0,0
25-Jun,MEXICO,SYSTEMS ENGINEERING,C&IB,61,ASSET MANAGEMENT,2,1,1,2,3,3,1,1,494,0,0,494,1.484.579,0,0
25-Jul,MEXICO,SYSTEMS ENGINEERING,C&IB,61,ASSET MANAGEMENT,1,1,1,1,0,0,1,1,495,0,0,495,1.484.588,0,0
25-Aug,MEXICO,SYSTEMS ENGINEERING,C&IB,61,ASSET MANAGEMENT,1,1,1,1,0,0,1,1,259,0,0,259,1.472.918,0,0
25-Mar,PERU,SYSTEMS,CROSS SYSTEMS,62,INSURANCE DISTRIBUTION,2,2,2,2,64,64,0,1,1,0,0,1,1.627.435,0,0
25-Apr,PERU,SYSTEMS,CROSS SYSTEMS,62,INSURANCE DISTRIBUTION,2,2,2,2,0,0,0,1,0,0,0,0,1.461.331,0,0
25-May,PERU,SYSTEMS,CROSS SYSTEMS,62,INSURANCE DISTRIBUTION,2,2,2,2,22,22,0,1,0,0,0,0,1.541.622,0,0
25-Jun,PERU,SYSTEMS,CROSS SYSTEMS,62,INSURANCE DISTRIBUTION,2,2,2,2,61,62,1,2,0,0,0,0,1.632.313,0,0
25-Jul,PERU,SYSTEMS,CROSS SYSTEMS,62,INSURANCE DISTRIBUTION,2,2,2,2,1,1,1,2,0,0,0,0,1.652.451,0,0
25-Aug,PERU,SYSTEMS,CROSS SYSTEMS,62,INSURANCE DISTRIBUTION,2,2,2,2,22,22,1,2,0,0,0,0,1.666.350,0,0
25-Sep,PERU,SYSTEMS,CROSS SYSTEMS,62,INSURANCE DISTRIBUTION,2,2,2,2,41,41,1,2,0,0,0,0,1.667.295,0,0
25-Mar,PERU,SYSTEMS,CIB SYSTEMS,63,ASSET MANAGEMENT,10,0,8,10,0,0,0.5,2,0,0,0,0,706.598,0,0
25-Apr,PERU,SYSTEMS,CIB SYSTEMS,63,ASSET MANAGEMENT,10,0,9,10,0,0,1,2,76,0,0,76,691.212,0,0
25-May,PERU,SYSTEMS,CIB SYSTEMS,63,ASSET MANAGEMENT,10,0,9,10,0,0,1,2,76,0,0,76,693.266,0,0
25-Jun,PERU,SYSTEMS,CIB SYSTEMS,63,ASSET MANAGEMENT,10,10,10,10,0,0,2,2,76,0,0,76,739.09,0,0
25-Jul,PERU,SYSTEMS,CIB SYSTEMS,63,ASSET MANAGEMENT,10,10,10,10,0,0,1,3,76,0,0,76,1.251.569,0,0
25-Aug,PERU,SYSTEMS,CIB SYSTEMS,63,ASSET MANAGEMENT,10,10,10,10,0,0,1,2,76,0,0,76,1.213.458,0,0
25-Sep,PERU,SYSTEMS,CIB SYSTEMS,63,ASSET MANAGEMENT,10,10,10,10,0,0,1,2,76,0,0,76,1.213.610,0,0
25-Mar,VENEZUELA,SYSTEMS,BANKING SYSTEMS,64,ASSET MANAGEMENT,10,10,10,10,7,7,1,1,0,0,0,0,0,0,0
25-Apr,VENEZUELA,SYSTEMS,BANKING SYSTEMS,64,ASSET MANAGEMENT,10,10,10,10,0,0,1,1,0,0,0,0,0,0,0
25-May,VENEZUELA,SYSTEMS,BANKING SYSTEMS,64,ASSET MANAGEMENT,10,10,10,10,1,1,1,1,0,0,0,0,0,0,0
25-Jun,VENEZUELA,SYSTEMS,BANKING SYSTEMS,64,ASSET MANAGEMENT,10,10,10,10,5,5,1,1,0,0,0,0,0,0,0
25-Jul,VENEZUELA,SYSTEMS,BANKING SYSTEMS,64,ASSET MANAGEMENT,10,10,10,10,0,0,1,1,0,0,0,0,0,0,0
25-Aug,VENEZUELA,SYSTEMS,BANKING SYSTEMS,64,ASSET MANAGEMENT,10,10,10,10,0,0,1,2,0,0,0,0,2.903.235,0,0
25-Mar,ESPANA,SYSTEMS ENGINEERING,ALPHA,71,BACKEND,3,0,3,3,43,43,1,3,17,0,0,17,1.672.595,0,0
25-Apr,ESPANA,SYSTEMS ENGINEERING,ALPHA,71,BACKEND,3,3,3,3,8,8,1.5,3,13,0,0,13,1.484.202,0,0
25-May,ESPANA,SYSTEMS ENGINEERING,ALPHA,71,BACKEND,3,3,3,3,15,15,0,3,7,0,0,7,1.553.012,0,0
25-Jun,ESPANA,SYSTEMS ENGINEERING,ALPHA,71,BACKEND,3,3,3,3,53,53,0.5,3,4,0,0,4,1.550.583,0,0
25-Jul,ESPANA,SYSTEMS ENGINEERING,ALPHA,71,BACKEND,3,3,3,3,20,20,0,2,4,0,0,4,1.543.402,0,0
25-Aug,ESPANA,SYSTEMS ENGINEERING,ALPHA,71,BACKEND,3,3,3,3,26,26,1,2,4,0,0,4,1.544.520,0,0
25-Sep,ESPANA,SYSTEMS ENGINEERING,ALPHA,71,BACKEND,3,3,3,3,26,26,1,2,4,0,0,4,1.544.949,0,0
25-Mar,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,72,IN01 INSURANCE DISTRIBUTION/CHANNELS WEB,6,6,0,6,0,0,1,1,0,0,0,0,94.443,0,0
25-Apr,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,72,IN01 INSURANCE DISTRIBUTION/CHANNELS WEB,6,6,0,6,0,0,1,1,0,0,0,0,94.443,0,0
25-May,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,72,IN01 INSURANCE DISTRIBUTION/CHANNELS WEB,6,4,0,6,0,0,0,1,0,0,0,0,94.443,0,0
25-Jun,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,72,IN01 INSURANCE DISTRIBUTION/CHANNELS WEB,6,6,0,6,0,0,1,1,0,0,0,0,94.443,0,0
25-Jul,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,72,IN01 INSURANCE DISTRIBUTION/CHANNELS WEB,6,5,0,6,0,0,1.5,2,0,0,0,0,393.907,0,0
25-Aug,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,72,IN01 INSURANCE DISTRIBUTION/CHANNELS WEB,6,5,0,6,0,0,1.5,2,0,0,0,0,3.167.875,0,0
25-Sep,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,72,IN01 INSURANCE DISTRIBUTION/CHANNELS WEB,6,5,0,6,0,0,1.5,2,0,0,0,0,3.167.461,0,0
25-Mar,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,73,AR14 INSURANCE SERVICES,3,3,3,3,1,1,2,2,0,0,0,0,0,0,0
25-Apr,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,73,AR14 INSURANCE SERVICES,3,3,3,3,0,0,2,2,0,0,0,0,0,0,0
25-May,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,73,AR14 INSURANCE SERVICES,3,3,3,3,0,0,2,2,0,0,0,0,0,0,0
25-Jun,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,73,AR14 INSURANCE SERVICES,3,3,3,3,1,1,2,2,0,0,0,0,0,0,0
25-Jul,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,73,AR14 INSURANCE SERVICES,3,3,3,3,0,0,2,2,0,0,0,0,0,0,0
25-Aug,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,73,AR14 INSURANCE SERVICES,3,3,3,3,0,0,2,2,0,0,0,0,0,0,0
25-Sep,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,73,AR14 INSURANCE SERVICES,3,3,3,3,0,0,2,2,0,0,0,0,0,0,0
25-Mar,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,74,AR13 INSURANCE DISTRIBUTION/CHANNELS CORE,5,1,2,5,0,0,1,1,0,0,0,0,0,0,0
25-Apr,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,74,AR13 INSURANCE DISTRIBUTION/CHANNELS CORE,5,1,2,5,0,0,1,1,0,0,0,0,0,0,0
25-May,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,74,AR13 INSURANCE DISTRIBUTION/CHANNELS CORE,5,1,2,5,0,0,1,1,0,0,0,0,0,0,0
25-Jun,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,74,AR13 INSURANCE DISTRIBUTION/CHANNELS CORE,5,5,2,5,0,0,1,1,0,0,0,0,0,0,0
25-Jul,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,74,AR13 INSURANCE DISTRIBUTION/CHANNELS CORE,5,5,2,5,0,0,1,1,0,0,0,0,0,0,0
25-Aug,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,74,AR13 INSURANCE DISTRIBUTION/CHANNELS CORE,5,5,5,5,0,0,1,1,0,0,0,0,0,0,0
25-Sep,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,74,AR13 INSURANCE DISTRIBUTION/CHANNELS CORE,5,5,5,5,0,0,1,1,0,0,0,0,0,0,0
25-Mar,ARGENTINA,SYSTEMS ENGINEERING,VINCULADAS Y SEGUROS,76,AM01 ASSET MANAGEMENT,3,3,3,3,0,0,0.5,1,0,0,0,0,36,0,0
25-Mar,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,79,MOBILE CHANNEL,3,3,3,3,133,144,2,3,0,0,0,0,1.724.154,0,0
25-Apr,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,79,MOBILE CHANNEL,3,3,3,3,12,15,2,3,0,0,0,0,1.719.787,0,0
25-May,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,79,MOBILE CHANNEL,3,3,3,3,51,58,2,3,0,0,0,0,1.340.521,0,0
25-Jun,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,79,MOBILE CHANNEL,3,3,3,3,178,191,2,3,0,0,0,0,1.089.739,0,0
25-Jul,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,79,MOBILE CHANNEL,3,3,3,3,38,38,2,3,0,0,0,0,1.094.943,0,0
25-Aug,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,79,MOBILE CHANNEL,3,3,3,3,50,52,2,3,0,0,0,0,1.114.995,0,0
25-Sep,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,79,MOBILE CHANNEL,3,3,4,4,55,57,2,3,0,0,0,0,1.115.391,0,0
25-Mar,PERU,SYSTEMS,FINANCE,80,FINANCE,17,17,17,17,30,31,3,6,629,0,0,629,3.116.633,0,0
25-Apr,PERU,SYSTEMS,FINANCE,80,FINANCE,16,16,16,16,4,4,3.5,7,683,0,0,683,3.153.017,0,0
25-May,PERU,SYSTEMS,FINANCE,80,FINANCE,16,16,16,16,17,18,4.5,7,136,0,0,136,2.837.730,0,0
25-Jun,PERU,SYSTEMS,FINANCE,80,FINANCE,16,16,16,16,45,48,6.5,8,136,0,0,136,2.843.681,0,0
25-Jul,PERU,SYSTEMS,FINANCE,80,FINANCE,15,15,15,15,4,4,8.5,10,136,0,0,136,2.797.464,0,0
25-Aug,PERU,SYSTEMS,FINANCE,80,FINANCE,15,14,15,15,20,24,10,11,122,0,0,122,2.804.439,0,0
25-Sep,PERU,SYSTEMS,FINANCE,80,FINANCE,15,14,15,15,29,34,10,11,122,0,0,122,2.804.996,0,0
25-Mar,MEXICO,SYSTEMS ENGINEERING,RETAIL,81,WEB,4,2,4,4,62,66,2,4,197,0,0,197,4.304.267,0,0
25-Apr,MEXICO,SYSTEMS ENGINEERING,RETAIL,81,WEB,4,2,4,4,1,1,2.5,4,71,0,0,71,3.865.398,0,0
25-May,MEXICO,SYSTEMS ENGINEERING,RETAIL,81,WEB,3,3,3,3,2,2,1.5,4,1,0,0,1,3.732.644,0,0
25-Jun,MEXICO,SYSTEMS ENGINEERING,RETAIL,81,WEB,3,3,3,3,61,61,1.5,4,1,0,0,1,3.801.453,0,0
25-Jul,MEXICO,SYSTEMS ENGINEERING,RETAIL,81,WEB,3,3,3,3,11,11,2.5,3,870,0,0,870,4.018.463,0,0
25-Aug,MEXICO,SYSTEMS ENGINEERING,RETAIL,81,WEB,4,3,3,4,30,30,1.5,3,708,0,0,708,3.965.398,0,0
25-Sep,MEXICO,SYSTEMS ENGINEERING,RETAIL,81,WEB,4,3,3,4,32,32,1.5,3,708,0,0,708,4.002.527,0,0
25-Mar,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,82,FINANCE,17,17,17,17,10,10,1,1,0,0,0,0,0,0,0
25-Apr,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,82,FINANCE,17,17,17,17,0,0,1,1,0,0,0,0,0,0,0
25-May,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,82,FINANCE,17,17,17,17,1,1,0,1,0,0,0,0,0,0,0
25-Jun,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,82,FINANCE,17,17,17,17,3,3,1,1,0,0,0,0,0,0,0
25-Jul,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,82,FINANCE,17,17,17,17,0,0,1,1,0,0,0,0,0,0,0
25-Aug,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,82,FINANCE,17,17,17,17,0,0,0,4,0,0,0,0,0,0,0
25-Mar,MEXICO,SYSTEMS ENGINEERING,RETAIL,83,BRANCHES,7,7,7,7,131,131,2,7,474,0,0,474,11.876.688,0,0
25-Apr,MEXICO,SYSTEMS ENGINEERING,RETAIL,83,BRANCHES,7,7,7,7,1,1,2.5,7,259,0,0,259,10.118.157,0,0
